stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
02:00096,02:00096,"LUZOIR - ARRET","",49.92504,3.96264,,,0,,,
02:00097,02:00097,"EFFRY - CAFE DE LA GARE","",49.92765,3.98337,,,0,,,
02:00099,02:00099,"OHIS - ARRET","",49.93154,4.01353,,,0,,,
02:00102,02:00102,"NEUVE MAISON - PL GUY FERCHAUD","",49.93366,4.03124,,,0,,,
02:00103,02:00103,"HIRSON - GARE ROUTIERE","",49.93047,4.07691,,,0,,,
02:00104,02:00104,"HIRSON - ENFANT JESUS","",49.92182,4.0792,,,0,,,
02:00105,02:00105,"HIRSON - ECOLE VICTOR HUGO","",49.91864,4.08572,,,0,,,
02:00106,02:00106,"NEUILLY ST F. - X 973 ET D82","",49.16842,3.26285,,,0,,,
02:00107,02:00107,"HIRSON - COLLEGE G.COBAST","",49.92352,4.09415,,,0,,,
02:00108,02:00108,"HIRSON - PL DE LA VICTOIRE","",49.93142,4.07312,,,0,,,
02:00110,02:00110,"HIRSON - GARE SNCF","",49.91451,4.08418,,,0,,,
