CODE_UIC;LIBELLE;FRET;VOYAGEURS;CODE_LIGNE;RG_TRONCON;PK;COMMUNE;DEPARTEMEN;IDRESEAU;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;GeoPoint;GeoShape
87343103;St-Amand-les-Eaux;O;O;267000;1;034+808;SAINT-AMAND-LES-EAUX;NORD;6358;29adbd32-dfbc-11e3-a2ff-01a464e0362d;729660,853;7038584;3,416959351;50,44403983;50.44403982935466, 3.4169593510300547;50.444039828414176, 3.416959351030054;"{""coordinates"":[3.416959351030054,50.444039828414176],""type"":""Point""}"
87342006;Béthune;O;O;301000;1;229+908;BETHUNE;PAS-DE-CALAIS;3211;c0c46b12-f312-11e3-90ff-015864e0362d;674463,7718;7047133,497;2,64047475;50,52096325;50.52096325189027, 2.640474750045827;50.52096325095061, 2.6404747500458257;"{""coordinates"":[2.640474750045826,50.52096325095061],""type"":""Point""}"
87316075;Dreuil-lès-Amiens;N;O;311000;1;137+524;DREUIL-LÈS-AMIENS;SOMME;4007;297a0140-dfbc-11e3-a2ff-01a464e0362d;644521,3505;6979903,057;2,228186021;49,91535661;49.91535661056301, 2.2281860209673474;49.91535660961697, 2.2281860209673465;"{""coordinates"":[2.228186020967347,49.91535660961697],""type"":""Point""}"
87276352;Rieux-Angicourt;O;O;242000;1;055+649;RIEUX;OISE;6252;e182b6a0-19bf-11e5-a6ff-01fc64e0362d;665063,0871;6911017,543;2,519779711;49,29781369;49.297813693094845, 2.5197797107594577;49.29781369214257, 2.5197797107594564;"{""coordinates"":[2.519779710759456,49.29781369214257],""type"":""Point""}"
87276113;Chantilly-Gouvieux;N;O;272000;1;040+941;CHANTILLY;OISE;3613;29e77488-dfbc-11e3-a2ff-01a464e0362d;660586,0204;6898802,087;2,459392185;49,18774049;49.18774048603881, 2.4593921853137632;49.187740485085456, 2.459392185313762;"{""coordinates"":[2.459392185313762,49.187740485085456],""type"":""Point""}"
87281477;Arques (Pas-de-Calais);O;N;310000;1;066+995;ARQUES;PAS-DE-CALAIS;2940;d94549e2-6667-11e3-89ff-01f464e0362d;650627,1181;7070327,95;2,302004524;50,72768259;50.727682587411756, 2.3020045237956817;50.72768258647434, 2.3020045237956803;"{""coordinates"":[2.30200452379568,50.72768258647434],""type"":""Point""}"
87743344;Cize-Bolozon;N;O;884000;1;025+061;BOLOZON;AIN;3731;29d2e168-dfbc-11e3-a2ff-01a464e0362d;889135,1559;6571140,038;5,453749654;46,2136613;46.21366129732592, 5.453749653654721;46.21366129636746, 5.45374965365472;"{""coordinates"":[5.45374965365472,46.21366129636746],""type"":""Point""}"
87313122;Longpré-les-Corps-Saints;N;O;311000;1;157+953;LONGPRÉ-LES-CORPS-SAINTS;SOMME;5211;d96b875a-6667-11e3-89ff-01f464e0362d;628484,3951;6990779,973;2,003192227;50,01143912;50.011439123217535, 2.0031922270628044;50.0114391222725, 2.0031922270628026;"{""coordinates"":[2.003192227062803,50.0114391222725],""type"":""Point""}"
87342139;Noeux-les-Mines;N;O;301000;1;224+798;NOEUX-LES-MINES;PAS-DE-CALAIS;5804;d9c09dae-6667-11e3-89ff-01f464e0362d;676870,8015;7042899,198;2,674608644;50,48305029;50.483050291721256, 2.674608644100998;50.48305029078121, 2.674608644100997;"{""coordinates"":[2.674608644100997,50.48305029078121],""type"":""Point""}"
87317065;Étaples-Le Touquet;N;O;311000;1;226+321;ETAPLES;PAS-DE-CALAIS;8040;d9ba51ac-6667-11e3-89ff-01f464e0362d;603583,0625;7047459,443;1,642588772;50,51697198;50.51697198320477, 1.6425887716360907;50.51697198226506, 1.6425887716360887;"{""coordinates"":[1.642588771636089,50.51697198226506],""type"":""Point""}"
87286195;St-André;N;O;295000;1;007+702;SAINT-ANDRE-LEZ-LILLE;NORD;8001;e132e256-19bf-11e5-a6ff-01fc64e0362d;703445,5814;7061988,252;3,048639591;50,65479497;50.65479497401948, 3.048639591167611;50.654794973081266, 3.04863959116761;"{""coordinates"":[3.04863959116761,50.654794973081266],""type"":""Point""}"
87342360;Aire-sur-la-Lys;O;N;294000;1;060+044;AIRE-SUR-LA-LYS;PAS-DE-CALAIS;2824;e552a83c-6667-11e3-a7ff-01f464e0362d;657905,9632;7060642,34;2,405933102;50,64130516;50.64130516051258, 2.4059331024618107;50.64130515957422, 2.40593310246181;"{""coordinates"":[2.40593310246181,50.64130515957422],""type"":""Point""}"
87342220;Chocques;O;O;301000;1;235+804;CHOCQUES;PAS-DE-CALAIS;8035;d988aee6-6667-11e3-89ff-01f464e0362d;669117,3615;7049075,85;2,565053255;50,53815546;50.538155464010345, 2.565053254533185;50.53815546307087, 2.565053254533184;"{""coordinates"":[2.565053254533184,50.53815546307087],""type"":""Point""}"
87317099;Neufchâtel-Hardelot;N;O;311000;1;239+417;NEUFCHÂTEL-HARDELOT;PAS-DE-CALAIS;8014;290de8d4-dfbc-11e3-a2ff-01a464e0362d;603801,4744;7059310,488;1,642795636;50,62335431;50.623354305083154, 1.6427956358126443;50.6233543041446, 1.6427956358126423;"{""coordinates"":[1.642795635812642,50.6233543041446],""type"":""Point""}"
87343509;Maulde-Mortagne;O;N;257000;1;041+615;MORTAGNE-DU-NORD;NORD;5418;294563d2-dfbc-11e3-a2ff-01a464e0362d;731493,3329;7044488,269;3,44318487;50,49694847;50.496948473911736, 3.443184869526689;50.49694847297182, 3.4431848695266885;"{""coordinates"":[3.443184869526688,50.49694847297182],""type"":""Point""}"
87287151;Nieppe;N;O;295000;1;024+018;NIEPPE;NORD;5789;29af17f6-dfbc-11e3-a2ff-01a464e0362d;687891,351;7066671,291;2,828925131;50,69671101;50.696711008422795, 2.828925131352782;50.69671100748506, 2.828925131352781;"{""coordinates"":[2.828925131352781,50.69671100748506],""type"":""Point""}"
87725846;Polliat;N;O;883000;1;027+551;POLLIAT;AIN;6043;c0e33932-f312-11e3-90ff-015864e0362d;863634,7796;6573829,81;5,12403024;46,24452734;46.24452734318952, 5.124030240101035;46.24452734223118, 5.124030240101035;"{""coordinates"":[5.124030240101035,46.24452734223118],""type"":""Point""}"
87276618;Montataire;N;O;316000;1;053+123;MONTATAIRE;OISE;5574;296f950e-dfbc-11e3-a2ff-01a464e0362d;658946,5369;6905869,76;2,4362134;49,25117482;49.25117482036241, 2.4362133998987825;49.25117481940968, 2.436213399898781;"{""coordinates"":[2.436213399898781,49.25117481940968],""type"":""Point""}"
87281030;Dunkerque-Port-Ouest;O;N;302511;1;016+674;LOON-PLAGE;NORD;80924;e547bc0a-6667-11e3-a7ff-01f464e0362d;643685,6395;7101180,734;2,199455669;51,00386285;51.00386285444905, 2.1994556686674884;51.00386285351467, 2.199455668667487;"{""coordinates"":[2.199455668667487,51.00386285351467],""type"":""Point""}"
87287193;Ste-Marguerite;N;O;296000;1;017+747;COMINES;NORD;6718;d9ad031a-6667-11e3-89ff-01f464e0362d;700651,319;7071576,059;3,00921014;50,74083949;50.740839489626424, 3.0092101403302784;50.74083948868916, 3.0092101403302776;"{""coordinates"":[3.009210140330278,50.74083948868916],""type"":""Point""}"
87342113;Vitry-en-Artois;N;O;272000;1;207+406;VITRY-EN-ARTOIS;PAS-DE-CALAIS;7309;e176dd5e-19bf-11e5-a6ff-01fc64e0362d;698617,3365;7025487,732;2,980608151;50,32717009;50.32717009237724, 2.9806081512195863;50.32717009143552, 2.9806081512195854;"{""coordinates"":[2.980608151219585,50.32717009143552],""type"":""Point""}"
87316604;Aubin-St-Vaast;N;O;308000;1;106+536;AUBIN-SAINT-VAAST;PAS-DE-CALAIS;2978;d9d7e9be-6667-11e3-89ff-01f464e0362d;626707,1321;7033468,3;1,970667039;50,39453048;50.39453048067372, 1.970667038993278;50.39453047973273, 1.970667038993276;"{""coordinates"":[1.970667038993276,50.39453047973273],""type"":""Point""}"
87317362;Abbeville;O;O;311000;1;175+407;ABBEVILLE;SOMME;2789;e1bf0d58-19bf-11e5-a6ff-01fc64e0362d;615800,7913;7001035,342;1,824299979;50,10197121;50.1019712052704, 1.8242999791392422;50.10197120432629, 1.8242999791392407;"{""coordinates"":[1.824299979139241,50.10197120432629],""type"":""Point""}"
87286625;Templeuve;N;O;267000;1;014+313;TEMPLEUVE;NORD;6939;e015de46-19bf-11e5-82ff-01fc64e0362d;712509,1281;7047971,001;3,176143582;50,528877;50.5288769970153, 3.176143582147327;50.52887699607574, 3.1761435821473265;"{""coordinates"":[3.176143582147327,50.52887699607574],""type"":""Point""}"
87343418;Prouvy-Thiant;O;O;252000;1;054+401;PROUVY;NORD;6160;d9bd1844-6667-11e3-89ff-01f464e0362d;732905,9685;7024446,365;3,461415458;50,31695876;50.3169587642331, 3.4614154576002;50.316958763291254, 3.461415457600199;"{""coordinates"":[3.461415457600199,50.316958763291254],""type"":""Point""}"
87131961;Brion-Montréal-la-Cluse;N;O;878000;1;116+490;BRION;AIN;9388;d9ba29dc-6667-11e3-89ff-01f464e0362d;897338,617;6567181,737;5,558441194;46,17569128;46.17569128346321, 5.558441193876042;46.17569128250458, 5.5584411938760425;"{""coordinates"":[5.558441193876043,46.17569128250458],""type"":""Point""}"
87276303;Longueil-Ste-Marie;O;O;242000;1;071+271;LONGUEIL-SAINTE-MARIE;OISE;5220;2947a64e-dfbc-11e3-a2ff-01a464e0362d;679471,6844;6915926,611;2,717587391;49,34256701;49.342567010299035, 2.717587390886502;49.342567009347185, 2.7175873908865005;"{""coordinates"":[2.7175873908865,49.342567009347185],""type"":""Point""}"
87317339;Marquise-Rinxent;O;O;314000;1;270+028;RINXENT;PAS-DE-CALAIS;5385;e15f0904-19bf-11e5-a6ff-01fc64e0362d;610415,3479;7079490,018;1,731516882;50,80539066;50.805390655180474, 1.7315168818429376;50.8053906542439, 1.731516881842936;"{""coordinates"":[1.731516881842936,50.8053906542439],""type"":""Point""}"
87295535;Louvroil;N;O;242000;1;227+258;LOUVROIL;NORD;5252;e170bb4a-19bf-11e5-a6ff-01fc64e0362d;768023,3851;7019315,078;3,952936581;50,26806472;50.2680647239787, 3.952936580976273;50.26806472303636, 3.9529365809762735;"{""coordinates"":[3.952936580976274,50.26806472303636],""type"":""Point""}"
87342402;Beuvry (Pas-de-Calais);N;O;289000;1;036+135;BEUVRY;PAS-DE-CALAIS;3216;e17eefec-19bf-11e5-a6ff-01fc64e0362d;678000,1621;7048809,984;2,69017052;50,5361452;50.536145203422166, 2.6901705199815815;50.536145202482686, 2.69017051998158;"{""coordinates"":[2.69017051998158,50.536145202482686],""type"":""Point""}"
87281469;Ebblinghem;N;O;295000;1;055+802;EBBLINGHEM;NORD;4019;28f9df2e-dfbc-11e3-a2ff-01a464e0362d;658193,2608;7070598,693;2,408935769;50,73066604;50.73066603559644, 2.4089357687026265;50.73066603465905, 2.4089357687026256;"{""coordinates"":[2.408935768702626,50.73066603465905],""type"":""Point""}"
87286872;Baisieux;O;O;269000;1;012+559;BAISIEUX;NORD;3069;e006de10-19bf-11e5-82ff-01fc64e0362d;716637,812;7057978,594;3,234698972;50,618599;50.61859900486093, 3.234698972261435;50.618599003922334, 3.2346989722614348;"{""coordinates"":[3.234698972261435,50.618599003922334],""type"":""Point""}"
87287219;Anstaing;N;O;268000;1;261+430;ANSTAING;NORD;2904;d9daa628-6667-11e3-89ff-01f464e0362d;713689,7362;7056412,675;3,193058529;50,60461729;50.60461729251908, 3.1930585290035873;50.604617291580325, 3.1930585290035873;"{""coordinates"":[3.193058529003587,50.604617291580325],""type"":""Point""}"
87342535;Vis-à-Marles;N;O;289000;1;050+923;MARLES-LES-MINES;PAS-DE-CALAIS;7305;c0e8f482-f312-11e3-90ff-015864e0362d;665612,8199;7045306,77;2,516022311;50,50414273;50.50414272658824, 2.516022310523782;50.50414272564841, 2.516022310523781;"{""coordinates"":[2.516022310523781,50.50414272564841],""type"":""Point""}"
87313304;Clermont-de-l'Oise;N;O;272000;1;065+100;CLERMONT;OISE;3742;2936eee8-dfbc-11e3-a2ff-01a464e0362d;657673,7304;6920839,372;2,417217353;49,38565248;49.38565247605914, 2.417217353304942;49.38565247510773, 2.4172173533049413;"{""coordinates"":[2.417217353304941,49.38565247510773],""type"":""Point""}"
87287102;Lezennes;N;O;269000;1;002+853;LILLE;NORD;5149;2970029c-dfbc-11e3-a2ff-01a464e0362d;706983,3105;7058158,069;3,098512492;50,62039251;50.62039250895139, 3.0985124922288616;50.62039250801281, 3.098512492228861;"{""coordinates"":[3.098512492228861,50.62039250801281],""type"":""Point""}"
87345504;Aniche;O;N;258000;1;219+275;ANICHE;NORD;2893;2987bd66-dfbc-11e3-a2ff-01a464e0362d;718028,0319;7025691,126;3,252851334;50,32873857;50.32873857188257, 3.252851334014792;50.328738570940864, 3.2528513340147915;"{""coordinates"":[3.252851334014792,50.328738570940864],""type"":""Point""}"
87345553;Bertry;N;O;250000;1;186+404;BERTRY;NORD;3197;d9cb7b48-6667-11e3-89ff-01f464e0362d;732165,3376;6999292,444;3,44902467;50,09112664;50.091126642705575, 3.4490246701821023;50.091126641761356, 3.4490246701821015;"{""coordinates"":[3.449024670182101,50.091126641761356],""type"":""Point""}"
87295808;Berlaimont;O;O;267000;1;079+093;BERLAIMONT;NORD;3188;d9a8aeba-6667-11e3-89ff-01f464e0362d;757822,4014;7011421,305;3,808909545;50,19821012;50.19821011578526, 3.8089095450621655;50.19821011484218, 3.8089095450621646;"{""coordinates"":[3.808909545062165,50.19821011484218],""type"":""Point""}"
87342469;Marquillies;N;O;289000;1;022+486;MARQUILLIES;NORD;5384;e1acb5ee-19bf-11e5-a6ff-01fc64e0362d;690500,1709;7050063,173;2,86618095;50,54770831;50.547708306792146, 2.866180949579939;50.547708305852794, 2.8661809495799377;"{""coordinates"":[2.866180949579938,50.547708305852794],""type"":""Point""}"
87317404;Rue;O;O;311000;1;198+920;RUE;SOMME;6332;29cb87d2-dfbc-11e3-a2ff-01a464e0362d;605492,388;7020266,256;1,675883431;50,27317576;50.27317576435751, 1.6758834309878827;50.27317576341521, 1.675883430987881;"{""coordinates"":[1.675883430987881,50.27317576341521],""type"":""Point""}"
87313445;Marcelcave;N;O;261000;1;021+102;MARCELCAVE;SOMME;5351;297007e8-dfbc-11e3-a2ff-01a464e0362d;669930,9632;6972787,347;2,582196653;49,85315466;49.85315465670388, 2.5821966529702265;49.85315465575721, 2.5821966529702256;"{""coordinates"":[2.582196652970226,49.85315465575721],""type"":""Point""}"
87287169;Marquette;N;O;296000;1;008+102;MARQUETTE-LEZ-LILLE;NORD;5383;dff130f4-19bf-11e5-82ff-01fc64e0362d;703600,7377;7063958,121;3,050847763;50,67247144;50.67247143779372, 3.0508477630522597;50.67247143685571, 3.0508477630522592;"{""coordinates"":[3.050847763052259,50.67247143685571],""type"":""Point""}"
87345306;Montigny-en-Ostrevent;N;O;262000;1;222+890;MONTIGNY-EN-OSTREVENT;NORD;5621;29c3560e-dfbc-11e3-a2ff-01a464e0362d;713417,9012;7029307,706;3,188313414;50,36132362;50.361323615409574, 3.1883134137436944;50.36132361446821, 3.188313413743694;"{""coordinates"":[3.188313413743694,50.36132361446821],""type"":""Point""}"
87286005;Lille-Flandres;O;O;295000;1;000+000;LILLE;NORD;5172;d9b28250-6667-11e3-89ff-01f464e0362d;705087,5686;7059984,962;3,071793001;50,636806;50.636806000103945, 3.071793000654148;50.63680599916554, 3.0717930006541465;"{""coordinates"":[3.071793000654147,50.63680599916554],""type"":""Point""}"
87743005;Bourg-en-Bresse;O;O;884000;1;000+000;BOURG-EN-BRESSE;AIN;3332;d94753d0-6667-11e3-89ff-01f464e0362d;870881,1382;6568609,33;5,216140512;46,19574254;46.19574253911553, 5.216140511660101;46.195742538156985, 5.216140511660102;"{""coordinates"":[5.216140511660102,46.195742538156985],""type"":""Point""}"
87276766;Ribécourt;O;O;242000;1;096+821;RIBÉCOURT-DRESLINCOURT;OISE;6248;294a81e8-dfbc-11e3-a2ff-01a464e0362d;694740,9635;6934087,927;2,927420322;49,50611182;49.50611181790263, 2.92742032150137;49.506111816952426, 2.9274203215013697;"{""coordinates"":[2.92742032150137,49.506111816952426],""type"":""Point""}"
87295238;Douzies;O;N;253000;1;081+108;MAUBEUGE;NORD;4000;d946d2ec-6667-11e3-89ff-01f464e0362d;766423,2878;7020082,691;3,930649724;50,27512789;50.27512788883874, 3.930649723603976;50.275127887896474, 3.9306497236039757;"{""coordinates"":[3.930649723603976,50.275127887896474],""type"":""Point""}"
87743815;Lagnieu;O;N;889000;1;006+210;LAGNIEU;AIN;4814;d9aa966c-6667-11e3-89ff-01f464e0362d;882131,1289;6536914,266;5,349728421;45,90752232;45.90752231744008, 5.349728421132768;45.90752231648036, 5.3497284211327685;"{""coordinates"":[5.349728421132768,45.90752231648036],""type"":""Point""}"
87313239;La Faloise;N;O;272000;1;104+191;LA FALOISE;SOMME;4651;d9acaeca-6667-11e3-89ff-01f464e0362d;653012,2611;6955513,163;2,34910186;49,69692846;49.69692845714618, 2.349101859669209;49.69692845619791, 2.3491018596692075;"{""coordinates"":[2.349101859669207,49.69692845619791],""type"":""Point""}"
87297515;Les Bons-Pères;N;O;242000;1;231+720;ROUSIES;NORD;5051;2906617a-dfbc-11e3-a2ff-01a464e0362d;772141,2989;7020673,538;4,010861744;50,27980142;50.279801417371175, 4.0108617439104055;50.27980141642894, 4.010861743910405;"{""coordinates"":[4.010861743910405,50.27980141642894],""type"":""Point""}"
87745380;Pougny-Chancy;N;O;890000;1;147+814;POUGNY;AIN;6138;2955c4bc-dfbc-11e3-a2ff-01a464e0362d;928520,8904;6564836,899;5,961218074;46,14477712;46.14477712415199, 5.9612180736426135;46.14477712319323, 5.9612180736426135;"{""coordinates"":[5.961218073642613,46.14477712319323],""type"":""Point""}"
87725820;Vonnas;N;O;883000;1;016+950;VONNAS;AIN;7323;d98aa8d8-6667-11e3-89ff-01f464e0362d;853505,8998;6571645,559;4,991896805;46,22724212;46.227242116261685, 4.991896805339235;46.22724211530329, 4.991896805339235;"{""coordinates"":[4.991896805339235,46.22724211530329],""type"":""Point""}"
87345595;Wambaix;N;O;250000;1;198+424;WAMBAIX;NORD;7344;d9b6399e-6667-11e3-89ff-01f464e0362d;722275,936;7004002,965;3,311230613;50,13385784;50.13385784297831, 3.3112306133779894;50.133857842034544, 3.311230613377989;"{""coordinates"":[3.311230613377989,50.133857842034544],""type"":""Point""}"
87345546;Maurois;N;O;250000;1;183+635;HONNECHY;NORD;5423;d98fb09a-6667-11e3-89ff-01f464e0362d;732703,589;6996650,595;3,456325309;50,06737244;50.06737244204346, 3.456325308770227;50.06737244109899, 3.4563253087702264;"{""coordinates"":[3.456325308770226,50.06737244109899],""type"":""Point""}"
87342451;Salomé;N;O;289000;1;024+750;SALOMÉ;NORD;6740;e1ce96d2-19bf-11e5-a6ff-01fc64e0362d;688348,4418;7049357,111;2,835891434;50,54133466;50.54133466245365, 2.8358914337348207;50.54133466151421, 2.8358914337348198;"{""coordinates"":[2.83589143373482,50.54133466151421],""type"":""Point""}"
87313049;Longueau;O;O;272000;1;125+971;LONGUEAU;SOMME;5214;29d80350-dfbc-11e3-a2ff-01a464e0362d;653379,999;6974155,014;2,352076823;49,86443765;49.86443764839586, 2.3520768231636504;49.86443764744929, 2.352076823163649;"{""coordinates"":[2.352076823163649,49.86443764744929],""type"":""Point""}"
87345009;Douai;O;O;272000;1;217+434;DOUAI;NORD;3994;d9778118-6667-11e3-89ff-01f464e0362d;706442,1727;7030438,061;3,090430915;50,37158213;50.37158212907979, 3.0904309147700624;50.37158212813854, 3.090430914770062;"{""coordinates"":[3.090430914770062,50.37158212813854],""type"":""Point""}"
87723569;Montluel;O;O;890000;1;025+195;MONTLUEL;AIN;5631;e14991fe-19bf-11e5-a6ff-01fc64e0362d;859744,1263;6529685,186;5,058616224;45,84807685;45.84807684968764, 5.058616223665426;45.848076848727665, 5.058616223665426;"{""coordinates"":[5.058616223665426,45.848076848727665],""type"":""Point""}"
87316059;Heilly;N;O;272000;1;144+057;MÉRICOURT-L'ABBÉ;SOMME;4428;d9786350-6667-11e3-89ff-01f464e0362d;666981,3348;6982897,551;2,540395373;49,94382817;49.94382816531326, 2.540395372875266;49.94382816436751, 2.5403953728752646;"{""coordinates"":[2.540395372875265,49.94382816436751],""type"":""Point""}"
87281626;Leffrinckoucke;O;N;300000;1;310+373;DUNKERQUE;NORD;5031;29b4d4a4-dfbc-11e3-a2ff-01a464e0362d;660186,107;7106284,124;2,433490085;51,05091364;51.05091363646737, 2.433490085367363;51.050913635533504, 2.4334900853673616;"{""coordinates"":[2.433490085367362,51.050913635533504],""type"":""Point""}"
87286641;Fretin;N;O;267000;1;010+252;FRETIN;NORD;4237;d9c57be8-6667-11e3-89ff-01f464e0362d;710567,7884;7051517,611;3,148901427;50,56074516;50.56074515954315, 3.148901426869477;50.56074515860393, 3.148901426869477;"{""coordinates"":[3.148901426869477,50.56074515860393],""type"":""Point""}"
87286187;La Madeleine;O;O;296000;1;005+617;MADELEINE (LA );NORD;4699;29288c70-dfbc-11e3-a2ff-01a464e0362d;704344,2853;7062640,939;3,061333308;50,66064654;50.660646535544785, 3.0613333075975864;50.66064653460664, 3.061333307597585;"{""coordinates"":[3.061333307597585,50.66064653460664],""type"":""Point""}"
87276006;Creil;O;O;272000;1;050+253;CREIL;OISE;3875;29018916-dfbc-11e3-a2ff-01a464e0362d;661368,4229;6907317,142;2,469338513;49,26433697;49.26433696531956, 2.469338512801428;49.26433696436695, 2.4693385128014267;"{""coordinates"":[2.469338512801427,49.26433696436695],""type"":""Point""}"
87743112;St-Martin-du-Mont;N;O;883000;1;051+125;SAINT-MARTIN-DU-MONT;AIN;6579;295255bc-dfbc-11e3-a2ff-01a464e0362d;877913,8516;6557714,556;5,303176213;46,09586467;46.09586466972748, 5.303176213411802;46.095864668768506, 5.303176213411801;"{""coordinates"":[5.303176213411801,46.095864668768506],""type"":""Point""}"
87286229;Wambrechies;N;O;296000;1;009+373;WAMBRECHIES;NORD;7345;d96aadb8-6667-11e3-89ff-01f464e0362d;702839,6074;7064942,433;3,040106535;50,68130829;50.681308286743814, 3.0401065351596737;50.68130828580589, 3.0401065351596728;"{""coordinates"":[3.040106535159673,50.68130828580589],""type"":""Point""}"
87296244;Busigny;N;O;242000;1;180+330;BUSIGNY;NORD;3439;c01bf4d8-f312-11e3-90ff-015864e0362d;731974,6763;6993559,737;3,445911192;50,03964988;50.03964988498478, 3.4459111921969714;50.03964988404004, 3.4459111921969714;"{""coordinates"":[3.445911192196971,50.03964988404004],""type"":""Point""}"
87313668;Méru;N;O;325000;1;052+915;MERU;OISE;5461;29147a3c-dfbc-11e3-a2ff-01a464e0362d;636795,6062;6903990,914;2,132318716;49,23247992;49.23247991646353, 2.1323187163077004;49.23247991551063, 2.132318716307699;"{""coordinates"":[2.132318716307699,49.23247991551063],""type"":""Point""}"
87342576;Vimy;N;O;301000;1;204+722;VIMY;PAS-DE-CALAIS;7288;d986a21e-6667-11e3-89ff-01f464e0362d;687390,6295;7030629,973;2,822992265;50,37321128;50.373211284082856, 2.8229922645070316;50.37321128314163, 2.8229922645070302;"{""coordinates"":[2.82299226450703,50.37321128314163],""type"":""Point""}"
87342550;Pernes-Camblain;N;O;289000;1;058+189;CAMBLAIN-CHÂTELAIN;PAS-DE-CALAIS;5965;29d656a8-dfbc-11e3-a2ff-01a464e0362d;659287,4287;7042624,175;2,427273177;50,47968407;50.4796840669996, 2.427273177447132;50.47968406605952, 2.4272731774471312;"{""coordinates"":[2.427273177447131,50.47968406605952],""type"":""Point""}"
87286401;Santes;O;O;289000;1;013+218;SANTES;NORD;6752;2947adee-dfbc-11e3-a2ff-01a464e0362d;697275,1464;7054929,45;2,961583049;50,59144998;50.59144997814641, 2.961583049419886;50.591449977207525, 2.9615830494198847;"{""coordinates"":[2.961583049419885,50.591449977207525],""type"":""Point""}"
87343400;Trith-St-Léger;O;O;254000;1;238+087;TRITH-SAINT-LÉGER;NORD;7041;292c2ccc-dfbc-11e3-a2ff-01a464e0362d;734877,8484;7026098,154;3,489208444;50,33168206;50.33168205864179, 3.4892084435963726;50.331682057700114, 3.4892084435963717;"{""coordinates"":[3.489208443596372,50.331682057700114],""type"":""Point""}"
87313098;Ailly-sur-Somme;N;O;311000;1;140+011;AILLY-SUR-SOMME;SOMME;2820;d97de808-6667-11e3-89ff-01f464e0362d;642562,5303;6981382,228;2,200728632;49,92846824;49.928468237121315, 2.2007286318560526;49.92846823617541, 2.2007286318560513;"{""coordinates"":[2.200728631856051,49.92846823617541],""type"":""Point""}"
87276402;St-Leu-d'Esserent;N;O;329000;1;060+589;SAINT-LEU-D'ESSERENT;OISE;6549;28ed094e-dfbc-11e3-a2ff-01a464e0362d;657609,9753;6901792,313;2,418271593;49,21443255;49.21443254592998, 2.418271593338085;49.214432544976894, 2.418271593338084;"{""coordinates"":[2.418271593338084,49.214432544976894],""type"":""Point""}"
87745836;Anglefort;O;N;890000;1;110+400;ANGLEFORT;AIN;2889;d9c845c2-6667-11e3-89ff-01f464e0362d;918826,0931;6538937,141;5,823704462;45,91490568;45.91490568489425, 5.823704461958655;45.91490568393455, 5.823704461958655;"{""coordinates"":[5.823704461958655,45.91490568393455],""type"":""Point""}"
87281444;St-Omer;O;O;295000;1;066+407;SAINT-OMER;PAS-DE-CALAIS;6612;d9a3e1ec-6667-11e3-89ff-01f464e0362d;648186,754;7073279,174;2,267119256;50,75396394;50.753963943321615, 2.2671192564939684;50.75396394238449, 2.267119256493967;"{""coordinates"":[2.267119256493967,50.75396394238449],""type"":""Point""}"
87745000;Bellegarde;O;O;890000;1;134+411;BELLEGARDE-SUR-VALSERINE;AIN;3164;d96a678e-6667-11e3-89ff-01f464e0362d;918201,6881;6560651,418;5,82567673;46,11051692;46.11051692198756, 5.825676729983513;46.11051692102865, 5.825676729983513;"{""coordinates"":[5.825676729983513,46.11051692102865],""type"":""Point""}"
87313486;Nesle;O;O;261000;1;046+893;NESLE;SOMME;5756;d96e26d2-6667-11e3-89ff-01f464e0362d;693439,5986;6962796,446;2,909003683;49,76407515;49.7640751454266, 2.909003683132353;49.76407514447901, 2.9090036831323527;"{""coordinates"":[2.909003683132353,49.76407514447901],""type"":""Point""}"
87342303;Tincques;N;O;307000;1;217+992;TINCQUES;PAS-DE-CALAIS;6992;29bce214-dfbc-11e3-a2ff-01a464e0362d;664238,9995;7028925,971;2,498152416;50,35701988;50.35701988330707, 2.498152415554895;50.35701988236567, 2.498152415554894;"{""coordinates"":[2.498152415554894,50.35701988236567],""type"":""Point""}"
87313494;Ham;O;O;261000;1;058+946;MUILLE-VILLETTE;SOMME;4403;298ce396-dfbc-11e3-a2ff-01a464e0362d;705118,1246;6960064,605;3,070957119;49,73954337;49.73954337157027, 3.0709571190745883;49.73954337062244, 3.0709571190745875;"{""coordinates"":[3.070957119074587,49.73954337062244],""type"":""Point""}"
87286732;Roubaix;N;O;278000;1;009+810;ROUBAIX;NORD;6310;d9d98b7e-6667-11e3-89ff-01f464e0362d;711556,3583;7066587,932;3,163269516;50,69597349;50.69597348869033, 3.1632695164923303;50.69597348775257, 3.1632695164923295;"{""coordinates"":[3.163269516492329,50.69597348775257],""type"":""Point""}"
87313387;Estrées-St-Denis;O;O;232000;1;090+336;ESTRÉES-SAINT-DENIS;OISE;4085;293e64e8-dfbc-11e3-a2ff-01a464e0362d;674077,302;6926552,741;2,642715127;49,43788258;49.43788257800022, 2.6427151270625093;49.437882577049336, 2.6427151270625084;"{""coordinates"":[2.642715127062508,49.437882577049336],""type"":""Point""}"
