CODE_UIC;LIBELLE;FRET;VOYAGEURS;CODE_LIGNE;RG_TRONCON;PK;COMMUNE;DEPARTEMEN;IDRESEAU;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;GeoPoint;GeoShape
87345272;Meurchin;N;O;286000;1;220+564;MEURCHIN;PAS-DE-CALAIS;5492;29383972-dfbc-11e3-a2ff-01a464e0362d;692465,3174;7044593,086;2,893966359;50,49863721;50.49863721173121, 2.8939663587669346;50.49863721079131, 2.893966358766934;"{""coordinates"":[2.893966358766934,50.49863721079131],""type"":""Point""}"
87287300;Ruminghem;N;O;295000;1;080+911;RUMINGHEM;PAS-DE-CALAIS;8601;2905d402-dfbc-11e3-a2ff-01a464e0362d;640712,2355;7085322,765;2,159589177;50,86134465;50.86134464617019, 2.159589176929757;50.86134464523422, 2.159589176929756;"{""coordinates"":[2.159589176929756,50.86134464523422],""type"":""Point""}"
87723791;Servas-Lent;N;O;886000;1;056+344;SERVAS;AIN;9340;d9e3d854-6667-11e3-89ff-01f464e0362d;867372,719;6561289,391;5,168057441;46,13072986;46.13072986388702, 5.168057440790851;46.1307298629282, 5.168057440790852;"{""coordinates"":[5.168057440790852,46.1307298629282],""type"":""Point""}"
87345280;Bauvin-Provin;N;O;285000;1;233+090;BAUVIN;NORD;3109;d9db6e70-6667-11e3-89ff-01f464e0362d;693254,0031;7046044,392;2,905040756;50,51167306;50.51167305704527, 2.9050407560460103;50.51167305610552, 2.90504075604601;"{""coordinates"":[2.90504075604601,50.51167305610552],""type"":""Point""}"
87313700;Milly-sur-Thérain;N;O;325000;1;091+165;MILLY-SUR-THÉRAIN;OISE;5516;29617bd0-dfbc-11e3-a2ff-01a464e0362d;626716,7708;6934304,616;1,988638832;49,50386308;49.50386308300202, 1.9886388323842756;49.503863082051794, 1.9886388323842743;"{""coordinates"":[1.988638832384274,49.503863082051794],""type"":""Point""}"
87342071;Boisleux;O;O;272000;1;183+056;BOISLEUX-AU-MONT;PAS-DE-CALAIS;3271;2976722a-dfbc-11e3-a2ff-01a464e0362d;683688,6361;7012482,413;2,771761055;50,21018641;50.210186413825184, 2.771761055202263;50.21018641288223, 2.7717610552022625;"{""coordinates"":[2.771761055202262,50.21018641288223],""type"":""Point""}"
87343103;St-Amand-les-Eaux;O;O;257000;1;034+247;SAINT-AMAND-LES-EAUX;NORD;6358;29adbd32-dfbc-11e3-a2ff-01a464e0362d;729743,6327;7038541,526;3,418119849;50,44365463;50.44365462773792, 3.4181198486544138;50.443654626797446, 3.418119848654413;"{""coordinates"":[3.418119848654413,50.443654626797446],""type"":""Point""}"
87316109;Dommartin-Remiencourt;N;O;272000;1;116+537;DOMMARTIN;SOMME;3980;d9a4d616-6667-11e3-89ff-01f464e0362d;656264,9118;6966966,638;2,392937652;49,80006569;49.800065687906816, 2.392937652308749;49.80006568695958, 2.3929376523087473;"{""coordinates"":[2.392937652308747,49.80006568695958],""type"":""Point""}"
87741074;Culoz;O;O;900000;1;101+344;CULOZ;AIN;3903;d9984df0-6667-11e3-89ff-01f464e0362d;915619,3023;6530817,046;5,7786732;45,84285506;45.842855056298575, 5.77867320042856;45.84285505533857, 5.77867320042856;"{""coordinates"":[5.77867320042856,45.84285505533857],""type"":""Point""}"
87745190;Thoiry;O;N;891000;1;158+072;THOIRY;AIN;72644;d9ae3fd0-6667-11e3-89ff-01f464e0362d;929604,2275;6574454,24;5,979943793;46,23095158;46.23095157795035, 5.979943793446231;46.23095157699196, 5.97994379344623;"{""coordinates"":[5.97994379344623,46.23095157699196],""type"":""Point""}"
87313221;Ailly-sur-Noye;O;O;272000;1;111+073;AILLY-SUR-NOYE;SOMME;2819;d98e691e-6667-11e3-89ff-01f464e0362d;654160,9275;6961952,142;2,364295001;49,7548654;49.75486539962855, 2.364295000500494;49.75486539868086, 2.364295000500493;"{""coordinates"":[2.364295000500493,49.75486539868086],""type"":""Point""}"
87286716;Croix-Wasquehal;N;O;278000;1;007+228;WASQUEHAL;NORD;3892;e1b2cf36-19bf-11e5-a6ff-01fc64e0362d;709821,8044;7064709,22;3,138716972;50,67914457;50.67914456808907, 3.138716972159806;50.67914456715112, 3.1387169721598056;"{""coordinates"":[3.138716972159806,50.67914456715112],""type"":""Point""}"
87276204;Laigneville;N;O;272000;1;054+147;LAIGNEVILLE;OISE;4820;e007f0f0-19bf-11e5-82ff-01fc64e0362d;659916,155;6910541,398;2,44908111;49,29323143;49.29323143422546, 2.4490811098491787;49.293231433273135, 2.449081109849178;"{""coordinates"":[2.449081109849178,49.293231433273135],""type"":""Point""}"
87281535;Wardrecques;O;N;294000;1;068+592;RACQUINGHEM;PAS-DE-CALAIS;7346;29984ae4-dfbc-11e3-a2ff-01a464e0362d;655146,1265;7068078,838;2,366143105;50,70784366;50.707843661901485, 2.3661431054410818;50.707843660963846, 2.3661431054410804;"{""coordinates"":[2.36614310544108,50.707843660963846],""type"":""Point""}"
87286831;Pont-de-Bois;N;O;269000;1;004+999;VILLENEUVE-D'ASCQ;NORD;6063;e151a686-19bf-11e5-a6ff-01fc64e0362d;709097,7472;7058567,474;3,128349868;50,62403941;50.6240394149212, 3.1283498683030757;50.62403941398265, 3.1283498683030757;"{""coordinates"":[3.128349868303076,50.62403941398265],""type"":""Point""}"
87345314;Somain;O;O;250000;1;231+195;SOMAIN;NORD;6870;29abb42a-dfbc-11e3-a2ff-01a464e0362d;719932,1674;7028666,878;3,279705326;50,35539709;50.35539709287167, 3.279705326446376;50.355397091930236, 3.2797053264463756;"{""coordinates"":[3.279705326446376,50.355397091930236],""type"":""Point""}"
87286278;Pérenchies;N;O;295000;1;012+901;PÉRENCHIES;NORD;5960;28f222b2-dfbc-11e3-a2ff-01a464e0362d;698400,7684;7063368,161;2,977418855;50,66718562;50.66718561640918, 2.977418855079393;50.667185615471105, 2.9774188550793923;"{""coordinates"":[2.977418855079392,50.667185615471105],""type"":""Point""}"
87271551;Le Plessis-Belleville;O;O;229000;1;042+110;LE PLESSIS-BELLEVILLE;OISE;4990;d9b8e478-6667-11e3-89ff-01f464e0362d;681353,5106;6888487,891;2,744696379;49,09594984;49.09594984152633, 2.744696378860963;49.09594984057208, 2.7446963788609615;"{""coordinates"":[2.744696378860962,49.09594984057208],""type"":""Point""}"
87287243;Cobrieux;N;O;268000;1;253+900;GENECH;NORD;3762;29ee8978-dfbc-11e3-a2ff-01a464e0362d;715557,3823;7049263,478;3,219116975;50,5404092;50.54040920004633, 3.219116975031333;50.54040919910686, 3.219116975031332;"{""coordinates"":[3.219116975031332,50.54040919910686],""type"":""Point""}"
87276725;Chambly;N;O;325000;1;040+880;CHAMBLY;OISE;3575;d9ba36a2-6667-11e3-89ff-01f464e0362d;644599,6796;6896232,566;2,240471809;49,1634568;49.1634568044194, 2.240471809084233;49.16345680346582, 2.240471809084231;"{""coordinates"":[2.240471809084231,49.16345680346582],""type"":""Point""}"
87271577;Nanteuil-le-Haudouin;O;O;229000;1;048+403;NANTEUIL-LE-HAUDOUIN;OISE;5739;28f96160-dfbc-11e3-a2ff-01a464e0362d;684966,839;6893639,995;2,793984979;49,14236703;49.142367029219045, 2.793984979261508;49.14236702826525, 2.7939849792615066;"{""coordinates"":[2.793984979261507,49.14236702826525],""type"":""Point""}"
87743807;Vaux-en-Bugey;O;N;889000;1;003+966;VAUX-EN-BUGEY;AIN;7117;e550848c-6667-11e3-a7ff-01f464e0362d;881481,1785;6539009,91;5,342149851;45,92655898;45.92655897555944, 5.342149851150576;45.92655897459978, 5.342149851150576;"{""coordinates"":[5.342149851150576,45.92655897459978],""type"":""Point""}"
87345561;Caudry;N;O;250000;1;190+703;CAUDRY;NORD;3516;d9d64e74-6667-11e3-89ff-01f464e0362d;729292,747;7001531,832;3,409086323;50,11137825;50.1113782514685, 3.409086323027404;50.1113782505245, 3.4090863230274033;"{""coordinates"":[3.409086323027403,50.1113782505245],""type"":""Point""}"
87345116;Corbehem;O;O;272000;1;212+015;CORBEHEM;PAS-DE-CALAIS;3805;28ee52d2-dfbc-11e3-a2ff-01a464e0362d;702887,1012;7027251,396;3,040504266;50,34299931;50.34299930559739, 3.040504265536794;50.342999304655834, 3.0405042655367938;"{""coordinates"":[3.040504265536794,50.342999304655834],""type"":""Point""}"
87276311;Chevrières;O;O;242000;1;068+669;CHEVRIÈRES;OISE;3705;e1bb994e-19bf-11e5-a6ff-01fc64e0362d;676943,9686;6915365,13;2,682844421;49,33743365;49.337433650529036, 2.68284442052235;49.33743364957715, 2.6828444205223496;"{""coordinates"":[2.68284442052235,49.33743364957715],""type"":""Point""}"
87276212;Liancourt-Rantigny;N;O;272000;1;057+718;RANTIGNY;OISE;5154;d9bbca16-6667-11e3-89ff-01f464e0362d;659676,2974;6914095,236;2,445441543;49,3251619;49.32516189953008, 2.4454415433580055;49.325161898578074, 2.4454415433580046;"{""coordinates"":[2.445441543358005,49.325161898578074],""type"":""Point""}"
87286302;Hazebrouck;O;O;295000;1;046+181;HAZEBROUCK;NORD;4425;e1c3fea2-19bf-11e5-a6ff-01fc64e0362d;667573,6943;7069923,55;2,541608461;50,72516744;50.72516743755126, 2.541608461495844;50.725167436613816, 2.541608461495843;"{""coordinates"":[2.541608461495843,50.725167436613816],""type"":""Point""}"
87313460;Rosières;O;O;261000;1;031+014;ROSIÈRES-EN-SANTERRE;SOMME;6301;298dec30-dfbc-11e3-a2ff-01a464e0362d;679212,059;6969359,51;2,711328368;49,82273267;49.82273267045025, 2.71132836787513;49.82273266950326, 2.711328367875129;"{""coordinates"":[2.711328367875129,49.82273266950326],""type"":""Point""}"
87343020;La Bleuse-Borne;O;N;267000;1;044+900;ANZIN;NORD;81001;e54e3c66-6667-11e3-a7ff-01f464e0362d;736897,7225;7032178,022;3,518098618;50,38614911;50.38614910576885, 3.518098618427038;50.38614910482776, 3.5180986184270377;"{""coordinates"":[3.518098618427038,50.38614910482776],""type"":""Point""}"
87295600;Aulnoye-Aymeries;O;O;242000;1;215+640;AULNOYE-AYMERIES;NORD;8024;c12b4460-f312-11e3-90ff-015864e0362d;760309,2606;7011331,853;3,84368363;50,19717322;50.19717322440107, 3.843683630210112;50.19717322345798, 3.843683630210113;"{""coordinates"":[3.843683630210113,50.19717322345798],""type"":""Point""}"
87271593;Crépy-en-Valois;O;O;229000;1;060+719;CREPY-EN-VALOIS;OISE;3881;e17074e4-19bf-11e5-a6ff-01fc64e0362d;691870,931;6903501,97;2,888407748;49,23115459;49.2311545881536, 2.8884077477786514;49.231154587200685, 2.8884077477786505;"{""coordinates"":[2.888407747778651,49.231154587200685],""type"":""Point""}"
87313213;Boves;N;O;272000;1;122+005;BOVES;SOMME;3358;29c6b26a-dfbc-11e3-a2ff-01a464e0362d;656646,5032;6972144,175;2,397685927;49,84660577;49.84660577148545, 2.3976859269695647;49.846605770538716, 2.397685926969564;"{""coordinates"":[2.397685926969564,49.846605770538716],""type"":""Point""}"
87343160;Beuvrages;N;O;262000;1;246+304;BEUVRAGES;NORD;3215;292f9faa-dfbc-11e3-a2ff-01a464e0362d;736023,358;7032547,18;3,505854794;50,38951402;50.389514020355094, 3.5058547936547773;50.38951401941403, 3.505854793654777;"{""coordinates"":[3.505854793654777,50.38951401941403],""type"":""Point""}"
87286740;Tressin;N;O;268000;1;262+303;TRESSIN;NORD;7035;e03f3c42-19bf-11e5-82ff-01fc64e0362d;713432,5482;7057249,14;3,189459871;50,6121298;50.61212980136401, 3.1894598709329363;50.61212980042534, 3.189459870932936;"{""coordinates"":[3.189459870932936,50.61212980042534],""type"":""Point""}"
87345280;Bauvin-Provin;N;O;286000;1;222+391;BAUVIN;NORD;3109;d9db6e70-6667-11e3-89ff-01f464e0362d;693254,0031;7046044,392;2,905040756;50,51167306;50.51167305704527, 2.9050407560460103;50.51167305610552, 2.90504075604601;"{""coordinates"":[2.90504075604601,50.51167305610552],""type"":""Point""}"
87313601;Rochy-Condé;N;O;317000;1;007+093;ROCHY-CONDÉ;OISE;6273;29289398-dfbc-11e3-a2ff-01a464e0362d;639937,743;6922420,682;2,172800939;49,39844217;49.398442166444646, 2.1728009385550986;49.39844216549337, 2.1728009385550973;"{""coordinates"":[2.172800938555097,49.39844216549337],""type"":""Point""}"
87313072;Albert;O;O;272000;1;155+089;ALBERT;SOMME;2836;e13c6da2-19bf-11e5-a6ff-01fc64e0362d;674497,3221;6989764,957;2,644582577;50,00586127;50.00586126934948, 2.6445825768955653;50.005861268404374, 2.644582576895564;"{""coordinates"":[2.644582576895564,50.005861268404374],""type"":""Point""}"
87343210;Le Poirier-Université;O;O;267000;1;051+283;TRITH-SAINT-LÉGER;NORD;4991;e01dd648-19bf-11e5-82ff-01fc64e0362d;735859,8294;7026091,527;3,50298108;50,33156717;50.33156717364174, 3.502981080149934;50.33156717270006, 3.5029810801499335;"{""coordinates"":[3.502981080149933,50.33156717270006],""type"":""Point""}"
87313619;Bresles;O;N;317000;1;014+308;BRESLES;OISE;3373;29a9bd72-dfbc-11e3-a2ff-01a464e0362d;645487,2405;6924212,838;2,248991033;49,4150483;49.415048302956784, 2.2489910326198674;49.41504830200567, 2.248991032619866;"{""coordinates"":[2.248991032619866,49.41504830200567],""type"":""Point""}"
87281006;Dunkerque;O;O;301000;1;304+839;DUNKERQUE;NORD;4014;e1868286-19bf-11e5-a6ff-01fc64e0362d;655647,934;7103904,938;2,369189694;51,0292676;51.02926760373617, 2.3691896936000885;51.029267602802065, 2.3691896936000876;"{""coordinates"":[2.369189693600088,51.029267602802065],""type"":""Point""}"
87743005;Bourg-en-Bresse;O;O;882000;1;077+804;BOURG-EN-BRESSE;AIN;3332;d94753d0-6667-11e3-89ff-01f464e0362d;870700,2199;6569328,043;5,214056714;46,20225758;46.202257579449686, 5.214056714303864;46.202257578491185, 5.214056714303864;"{""coordinates"":[5.214056714303864,46.202257578491185],""type"":""Point""}"
87286435;Don-Sainghin;O;O;286000;1;227+268;SAINGHIN-EN-WEPPES;NORD;3984;d9dc9868-6667-11e3-89ff-01f464e0362d;693889,4245;7050503,774;2,913916752;50,55170522;50.55170521740868, 2.913916751647385;50.55170521646936, 2.9139167516473843;"{""coordinates"":[2.913916751647384,50.55170521646936],""type"":""Point""}"
87276717;Bornel-Belle-Église;N;O;325000;1;045+157;BORNEL;OISE;3304;d985c662-6667-11e3-89ff-01f464e0362d;642200,4378;6899713,754;2,207101583;49,1945407;49.19454069581452, 2.2071015826935616;49.194540694861224, 2.2071015826935603;"{""coordinates"":[2.20710158269356,49.194540694861224],""type"":""Point""}"
87316406;Montreuil-sur-Thérain;N;O;316000;1;077+639;MONTREUIL-SUR-THÉRAIN;OISE;5654;d9b01e24-6667-11e3-89ff-01f464e0362d;641888,0171;6920536,189;2,199921913;49,38168496;49.38168495792057, 2.19992191304832;49.38168495696914, 2.1999219130483194;"{""coordinates"":[2.199921913048319,49.38168495696914],""type"":""Point""}"
87295170;Bavay;O;N;253000;1;069+822;BAVAY;NORD;3110;29907df8-dfbc-11e3-a2ff-01a464e0362d;755686,9852;7022392,397;3,780555135;50,29690933;50.29690932962144, 3.780555135382695;50.296909328679405, 3.7805551353826945;"{""coordinates"":[3.780555135382694,50.296909328679405],""type"":""Point""}"
87317040;Conchil-le-Temple;O;N;311000;1;209+014;CONCHIL-LE-TEMPLE;PAS-DE-CALAIS;8037;d9e36b0a-6667-11e3-89ff-01f464e0362d;604595,2411;7030187,504;1,660959193;50,36210329;50.36210328864531, 1.6609591930696483;50.36210328770396, 1.6609591930696468;"{""coordinates"":[1.660959193069647,50.36210328770396],""type"":""Point""}"
87745828;Seyssel-Corbonod;N;O;890000;1;116+197;CORBONOD;AIN;6849;d970f0f4-6667-11e3-89ff-01f464e0362d;919219,6156;6544310,189;5,831263015;45,96313171;45.96313171321338, 5.831263014864032;45.96313171225385, 5.831263014864032;"{""coordinates"":[5.831263014864032,45.96313171225385],""type"":""Point""}"
87286609;Nomain;N;O;267000;1;017+984;NOMAIN;NORD;5818;d9963316-6667-11e3-89ff-01f464e0362d;714705,733;7045018,253;3,206965313;50,50232593;50.50232592962645, 3.20696531344309;50.502325928686595, 3.206965313443089;"{""coordinates"":[3.206965313443089,50.502325928686595],""type"":""Point""}"
87271585;Ormoy-Villers;O;O;227000;1;055+618;ORMOY-VILLERS;OISE;5872;d9e56c66-6667-11e3-89ff-01f464e0362d;688080,2316;6899998,288;2,836470441;49,19959674;49.1995967421345, 2.8364704413187822;49.19959674118126, 2.836470441318781;"{""coordinates"":[2.836470441318781,49.19959674118126],""type"":""Point""}"
87313692;Herchies;N;O;325000;1;088+410;HERCHIES;OISE;4439;d9ca23e4-6667-11e3-89ff-01f464e0362d;628325,516;6932505,01;2,011149327;49,48787364;49.487873637729614, 2.0111493272948113;49.48787363677923, 2.01114932729481;"{""coordinates"":[2.01114932729481,49.48787363677923],""type"":""Point""}"
87286567;Rosult;N;O;267000;1;029+599;ROSULT;NORD;6308;d9da4200-6667-11e3-89ff-01f464e0362d;724770,7482;7039946,053;3,348301824;50,45647906;50.456479064497294, 3.348301824455115;50.45647906355694, 3.3483018244551146;"{""coordinates"":[3.348301824455115,50.45647906355694],""type"":""Point""}"
87287185;Deûlémont;N;O;296000;1;014+849;QUESNOY-SUR-DEÛLE;NORD;3940;d9d6ae5a-6667-11e3-89ff-01f464e0362d;699568,586;7068885,576;2,99390242;50,71669799;50.716697992014026, 2.993902419598765;50.71669799107648, 2.993902419598764;"{""coordinates"":[2.993902419598764,50.71669799107648],""type"":""Point""}"
87317487;Quesnoy-le-Montant;N;O;323000;1;186+636;QUESNOY-LE-MONTANT;SOMME;6183;d97ed24e-6667-11e3-89ff-01f464e0362d;607085,2984;7001935,655;1,702417124;50,10883001;50.10883000876429, 1.7024171236909253;50.108830007820266, 1.7024171236909238;"{""coordinates"":[1.702417123690924,50.108830007820266],""type"":""Point""}"
87295030;Feignies;O;N;247000;1;230+384;FEIGNIES;NORD;4133;e53e3bb6-6667-11e3-a7ff-01f464e0362d;765774,0163;7023535,936;3,922118668;50,30619958;50.306199581174766, 3.9221186677245345;50.30619958023282, 3.9221186677245345;"{""coordinates"":[3.922118667724535,50.30619958023282],""type"":""Point""}"
87315341;Bailleul-sur-Thérain;O;N;317000;1;009+907;BAILLEUL-SUR-THÉRAIN;OISE;3065;e545de8e-6667-11e3-a7ff-01f464e0362d;642491,4546;6921756,989;2,208060836;49,39271226;49.39271225655315, 2.208060835511774;49.392712255601815, 2.2080608355117732;"{""coordinates"":[2.208060835511773,49.392712255601815],""type"":""Point""}"
87345249;Ostricourt;N;O;272000;1;226+977;OSTRICOURT;NORD;5884;e1c410f2-19bf-11e5-a6ff-01fc64e0362d;702318,1411;7038620,822;3,032587932;50,44506906;50.44506905738173, 3.0325879324497835;50.445069056441255, 3.032587932449783;"{""coordinates"":[3.032587932449783,50.445069056441255],""type"":""Point""}"
87315044;Daours;O;O;272000;1;136+080;AUBIGNY;SOMME;3922;e01988a6-19bf-11e5-82ff-01fc64e0362d;661144,7909;6978005,519;2,459621714;49,89955215;49.89955214784695, 2.459621713897595;49.89955214690074, 2.459621713897594;"{""coordinates"":[2.459621713897594,49.89955214690074],""type"":""Point""}"
87286583;Orchies;N;O;267000;1;022+085;ORCHIES;NORD;5865;d9cd7efe-6667-11e3-89ff-01f464e0362d;717718,96;7042231,168;3,249248748;50,47723062;50.47723062459998, 3.2492487476484255;50.47723062365985, 3.249248747648425;"{""coordinates"":[3.249248747648425,50.47723062365985],""type"":""Point""}"
87345587;Cattenières;N;O;250000;1;196+559;CATTENIÈRES;NORD;3512;e1749554-19bf-11e5-a6ff-01fc64e0362d;723873,512;7003396,233;3,333515256;50,12835053;50.12835052655963, 3.3335152557513674;50.12835052561581, 3.3335152557513665;"{""coordinates"":[3.333515255751367,50.12835052561581],""type"":""Point""}"
87131961;Brion-Montréal-la-Cluse;N;O;884000;1;035+618;BRION;AIN;9388;d9ba29dc-6667-11e3-89ff-01f464e0362d;897339,7901;6567181,955;5,558456484;46,1756929;46.175692902381236, 5.558456483655577;46.1756929014226, 5.558456483655578;"{""coordinates"":[5.558456483655578,46.1756929014226],""type"":""Point""}"
87276410;Précy-sur-Oise;N;O;329000;1;057+325;PRÉCY-SUR-OISE;OISE;6150;c0c159ee-f312-11e3-90ff-015864e0362d;654589,6263;6900599,41;2,376953455;49,2035013;49.203501298737045, 2.3769534553288034;49.203501297783845, 2.376953455328802;"{""coordinates"":[2.376953455328802,49.203501297783845],""type"":""Point""}"
87723528;Miribel;O;O;890000;1;016+616;MIRIBEL;AIN;5530;e1374f6a-19bf-11e5-a6ff-01fc64e0362d;851681,0617;6526563,14;4,95375609;45,82181669;45.82181668995889, 4.953756089762523;45.82181668899881, 4.953756089762524;"{""coordinates"":[4.953756089762524,45.82181668899881],""type"":""Point""}"
87276881;Attichy;O;N;317000;1;079+695;COULOISY;OISE;2965;297c5ce4-dfbc-11e3-a2ff-01a464e0362d;703256,9368;6922350,759;3,044856797;49,40063314;49.4006331415976, 3.044856797075439;49.40063314064635, 3.0448567970754388;"{""coordinates"":[3.044856797075439,49.40063314064635],""type"":""Point""}"
87287102;Lezennes;N;O;269000;1;002+932;LILLE;NORD;5149;2970029c-dfbc-11e3-a2ff-01a464e0362d;707065,738;7058175,586;3,099675595;50,62054879;50.62054878580979, 3.0996755950557016;50.620548784871225, 3.0996755950557007;"{""coordinates"":[3.099675595055701,50.620548784871225],""type"":""Point""}"
87286245;Quesnoy-sur-Deûle;N;O;296000;1;013+750;QUESNOY-SUR-DEÛLE;NORD;6184;d9c31f16-6667-11e3-89ff-01f464e0362d;699664,4804;7067935,094;2,995258592;50,70816917;50.70816916894114, 2.9952585921373194;50.708169168003515, 2.9952585921373185;"{""coordinates"":[2.995258592137318,50.708169168003515],""type"":""Point""}"
87313114;Hangest;N;O;311000;1;151+670;HANGEST-SUR-SOMME;SOMME;4405;e043e464-19bf-11e5-82ff-01fc64e0362d;632992,8939;6987462,113;2,066573744;49,98213491;49.982134910093876, 2.0665737438801073;49.98213490914854, 2.0665737438801055;"{""coordinates"":[2.066573743880106,49.98213490914854],""type"":""Point""}"
87317230;Auchy-lès-Hesdin;N;O;308000;1;096+736;LE PARCQ;PAS-DE-CALAIS;2983;d9a08e58-6667-11e3-89ff-01f464e0362d;635179,054;7033131,833;2,089690868;50,39244422;50.39244422062563, 2.0896908684368074;50.3924442196846, 2.089690868436806;"{""coordinates"":[2.089690868436806,50.3924442196846],""type"":""Point""}"
87271585;Ormoy-Villers;O;O;232000;1;055+618;ORMOY-VILLERS;OISE;5872;d9e56c66-6667-11e3-89ff-01f464e0362d;688138,6897;6900077,488;2,837270198;49,20030986;49.20030985584815, 2.8372701975440067;49.200309854894904, 2.837270197544006;"{""coordinates"":[2.837270197544006,49.200309854894904],""type"":""Point""}"
87313437;Villers-Bretonneux;N;O;261000;1;016+592;VILLERS-BRETONNEUX;SOMME;7270;d972168c-6667-11e3-89ff-01f464e0362d;665575,0533;6973866,715;2,521582663;49,8626291;49.86262910170623, 2.5215826633718295;49.862629100759655, 2.5215826633718286;"{""coordinates"":[2.521582663371829,49.862629100759655],""type"":""Point""}"
87317180;Brimeux;N;O;308000;1;118+134;BRIMEUX;PAS-DE-CALAIS;3404;29bc49a8-dfbc-11e3-a2ff-01a464e0362d;616884,8101;7039456,203;1,831495853;50,44705174;50.447051735242525, 1.831495852912389;50.44705173430207, 1.831495852912387;"{""coordinates"":[1.831495852912387,50.44705173430207],""type"":""Point""}"
87343004;Valenciennes;O;O;254000;1;242+380;VALENCIENNES;NORD;7085;d9e327a4-6667-11e3-89ff-01f464e0362d;736739,4926;7029520,981;3,515633273;50,36230505;50.362305045520365, 3.5156332729544904;50.36230504457902, 3.51563327295449;"{""coordinates"":[3.51563327295449,50.36230504457902],""type"":""Point""}"
87286013;Lille-Délivrance;O;N;292000;1;014+982;LILLE;NORD;86595;e54f9cfe-6667-11e3-a7ff-01f464e0362d;699513,5851;7059073,347;2,993137094;50,62864547;50.62864547168186, 2.9931370937222237;50.628645470743365, 2.9931370937222233;"{""coordinates"":[2.993137093722223,50.628645470743365],""type"":""Point""}"
87313213;Boves;N;O;232000;1;143+332;BOVES;SOMME;3358;29c6b26a-dfbc-11e3-a2ff-01a464e0362d;656675,8313;6972129,608;2,398094912;49,84647692;49.8464769166293, 2.398094911803031;49.84647691568256, 2.3980949118030295;"{""coordinates"":[2.398094911803029,49.84647691568256],""type"":""Point""}"
87281105;Bergues;O;O;301000;1;296+772;BERGUES;NORD;3187;d9c34178-6667-11e3-89ff-01f464e0362d;659626,4657;7097026,775;2,426483958;50,96784964;50.967849637201105, 2.4264839576668744;50.96784963626634, 2.426483957666873;"{""coordinates"":[2.426483957666873,50.96784963626634],""type"":""Point""}"
87342592;Bailleul-Sir-Berthoult;N;O;301000;1;200+203;BAILLEUL-SIR-BERTHOULT;PAS-DE-CALAIS;3064;292b465e-dfbc-11e3-a2ff-01a464e0362d;688653,2897;7026313,662;2,840839308;50,33448426;50.33448426394891, 2.840839307618612;50.334484263007255, 2.8408393076186114;"{""coordinates"":[2.840839307618611,50.334484263007255],""type"":""Point""}"
87286161;Steenwerck;N;O;295000;1;027+515;BAILLEUL;NORD;6891;294d4b84-dfbc-11e3-a2ff-01a464e0362d;684897,7446;7068501,158;2,786560806;50,71306553;50.713065534427706, 2.786560805974612;50.71306553349013, 2.786560805974611;"{""coordinates"":[2.786560805974611,50.71306553349013],""type"":""Point""}"
87276733;Le Meux-la-Croix-St-Ouen;O;O;242000;1;074+636;LE MEUX;OISE;4966;e14f9d82-19bf-11e5-a6ff-01fc64e0362d;682066,1256;6917787,863;2,753199416;49,35937559;49.35937558804511, 2.7531994157372117;49.359375587093446, 2.7531994157372113;"{""coordinates"":[2.753199415737211,49.359375587093446],""type"":""Point""}"
87313270;St-Just-en-Chaussée;O;O;272000;1;079+515;SAINT-JUST-EN-CHAUSSÉE;OISE;6532;295312da-dfbc-11e3-a2ff-01a464e0362d;658651,2921;6933997,821;2,429367477;49,50398096;49.50398096175272, 2.4293674769217106;49.5039809608025, 2.4293674769217097;"{""coordinates"":[2.42936747692171,49.5039809608025],""type"":""Point""}"
87743146;Ambronay-Priay;O;O;883000;1;061+274;AMBRONAY;AIN;2862;29dc9a9e-dfbc-11e3-a2ff-01a464e0362d;880887,8166;6548432,76;5,338096365;46,0115321;46.011532101209326, 5.338096365361949;46.01153210025001, 5.338096365361951;"{""coordinates"":[5.338096365361951,46.01153210025001],""type"":""Point""}"
87345025;Lens;O;O;301000;1;211+328;LENS;PAS-DE-CALAIS;5035;29040f86-dfbc-11e3-a2ff-01a464e0362d;687704,802;7036618,497;2,827218591;50,42697807;50.42697806792896, 2.8272185912003556;50.4269780669883, 2.827218591200355;"{""coordinates"":[2.827218591200355,50.4269780669883],""type"":""Point""}"
87345314;Somain;O;O;262000;1;229+278;SOMAIN;NORD;6870;29abb42a-dfbc-11e3-a2ff-01a464e0362d;719879,9089;7028678,892;3,278972592;50,35550661;50.35550661170308, 3.278972591936239;50.355506610761665, 3.2789725919362387;"{""coordinates"":[3.278972591936239,50.355506610761665],""type"":""Point""}"
87272096;Esches;N;O;325000;1;048+629;ESCHES;OISE;4075;28f4b81c-dfbc-11e3-a2ff-01a464e0362d;639561,9344;6901737,034;2,170617493;49,21248582;49.21248581843525, 2.170617493219589;49.21248581748213, 2.1706174932195874;"{""coordinates"":[2.170617493219587,49.21248581748213],""type"":""Point""}"
87313551;Cires-lès-Mello;N;O;316000;1;059+563;CIRES-LÈS-MELLO;OISE;3724;e01a1ae6-19bf-11e5-82ff-01fc64e0362d;653435,7207;6908171,702;2,360280452;49,27149045;49.2714904533875, 2.360280451577405;49.27149045243497, 2.3602804515774034;"{""coordinates"":[2.360280451577403,49.27149045243497],""type"":""Point""}"
