stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
02:01260,02:01260,"CELLES LES C. - HERVINE","",49.0072,3.56602,,,0,,,
02:01261,02:01261,"CHARTEVES - ABRI","",49.07526,3.50352,,,0,,,
02:01262,02:01262,"COURTEMONT V. - PLACE","",49.07036,3.55154,,,0,,,
02:01264,02:01264,"NESLES LA M. - MAIRIE ABRI","",49.01959,3.42504,,,0,,,
02:01265,02:01265,"NESLES LA M. - LES BORDEAUX","",48.99158,3.46851,,,0,,,
02:01266,02:01266,"MONTLEVON - MAISON ROUGE","",48.98035,3.48005,,,0,,,
02:01267,02:01267,"VIFFORT - LA MALMAISON","",48.97033,3.46899,,,0,,,
02:01268,02:01268,"VIFFORT - PLACE","",48.96088,3.45772,,,0,,,
02:01269,02:01269,"VIFFORT - VILZEAU","",48.95326,3.46694,,,0,,,
02:01273,02:01273,"COURBOIN - PLACE EGLISE ABRI","",48.99361,3.5048,,,0,,,
02:01274,02:01274,"CONNIGIS - PASSAGE A NIVEAU","",49.03161,3.52671,,,0,,,
02:01275,02:01275,"MONTHUREL - ECOLE","",49.02257,3.54627,,,0,,,
02:01276,02:01276,"CONNIGIS - ECOLE","",49.0312,3.53203,,,0,,,
02:01277,02:01277,"LUCY LE B. - PLACE ABRI","",49.05721,3.27947,,,0,,,
02:01278,02:01278,"MONTREUIL AUX L - ABRI FACE MAIRI","",49.02181,3.19489,,,0,,,
02:01279,02:01279,"CHARLY S/ M. - CES","",48.97458,3.27896,,,0,,,
02:01280,02:01280,"NOGENT L A. - PLACE","",48.96616,3.32281,,,0,,,
02:01281,02:01281,"NOGENT L A. - MARRONNIERS ABRI","",48.96572,3.32695,,,0,,,
02:01282,02:01282,"CHATEAU T. - CREDIT AGRICOLE","",49.04469,3.40394,,,0,,,
02:01283,02:01283,"BONNEIL - MONT BONNEIL","",49.01031,3.34111,,,0,,,
02:01284,02:01284,"BONNEIL - ABRI","",49.00777,3.34837,,,0,,,
02:01285,02:01285,"ROMENY S/ M. - PLACE MAIRIE ABRI","",48.97514,3.33361,,,0,,,
02:01286,02:01286,"SAULCHERY - ABRI PLACE","",48.97445,3.30841,,,0,,,
02:01288,02:01288,"MARIGNY EN O. - PLACE DES HALLES","",49.05997,3.22697,,,0,,,
02:01289,02:01289,"MARIGNY EN O. - VILLERS LE VAST","",49.05932,3.2072,,,0,,,
02:01290,02:01290,"MONTREUIL AUX L - LA SABLONNIERE","",49.02966,3.18687,,,0,,,
02:01291,02:01291,"MONTREUIL AUX L - HALOUP CENTRE A","",49.02449,3.19445,,,0,,,
02:01292,02:01292,"MONTREUIL AUX L - HALOUP SORTIE","",49.02565,3.20177,,,0,,,
02:01293,02:01293,"MONTREUIL AUX L - LES MAILLONS AB","",49.01693,3.19107,,,0,,,
02:01294,02:01294,"BEZU LE G. - PISSELOUP","",49.00705,3.19897,,,0,,,
02:01295,02:01295,"BEZU LE G. - ABRI","",49.00841,3.22739,,,0,,,
02:01299,02:01299,"MONTFAUCON - CHATEAU LA DOULTE","",48.95946,3.44081,,,0,,,
02:01300,02:01300,"MONTFAUCON - MAIRIE","",48.94356,3.42964,,,0,,,
02:01301,02:01301,"MONTFAUCON - PONTOISE","",48.93477,3.44306,,,0,,,
02:01302,02:01302,"MONTFAUCON - LA MADELEINE","",48.9309,3.41449,,,0,,,
02:01303,02:01303,"MONTFAUCON - LES ROCHETS","",48.94163,3.40813,,,0,,,
02:01304,02:01304,"LA CHAPELLE S. - LA BOSSE","",48.94357,3.40153,,,0,,,
02:01305,02:01305,"LA CHAPELLE S. - FAYS FACE HAB. M","",48.94949,3.38582,,,0,,,
02:01306,02:01306,"LA CHAPELLE S. - MAIRIE ECOLE","",48.94664,3.37772,,,0,,,
02:01307,02:01307,"CHEZY S/ M. - LA CASINIERE","",48.96866,3.37033,,,0,,,
02:01308,02:01308,"NOGENT L A. - RUE ERNEST VALLE","",48.96432,3.31301,,,0,,,
02:01311,02:01311,"ESSISES - LES CAQUERETS","",48.96865,3.42157,,,0,,,
02:01312,02:01312,"ESSISES - LES MAISONS","",48.97105,3.41107,,,0,,,
02:01313,02:01313,"ESSISES - PLACE ABRI","",48.96143,3.42092,,,0,,,
02:01314,02:01314,"CHEZY S/ M. - ST JEAN","",48.98061,3.40926,,,0,,,
02:01315,02:01315,"CHEZY S/ M. - LES ROCHES ABRI","",48.98507,3.38273,,,0,,,
02:01316,02:01316,"CHEZY S/ M. - LE MONCET ABRI","",48.98504,3.38271,,,0,,,
02:01317,02:01317,"PAVANT - PISSELOUP","",48.94912,3.26315,,,0,,,
02:01318,02:01318,"PAVANT - MAIRIE ABRI","",48.95369,3.28526,,,0,,,
02:01319,02:01319,"CHARLY S/ M. - ECOLE MATERNELLE","",48.98028,3.28239,,,0,,,
02:01320,02:01320,"CROUTTES S/ M. - PLACE ABRI","",48.97983,3.23968,,,0,,,
02:01321,02:01321,"CROUTTES S/ M. - PETIT PORTERON","",48.96465,3.25754,,,0,,,
02:01322,02:01322,"CHARLY S/ M. - GRAND PORTERON","",48.95974,3.26072,,,0,,,
02:01324,02:01324,"NOGENT L A. - LA CHARNOIS","",48.94906,3.33686,,,0,,,
02:01325,02:01325,"NOGENT L A. - LE MOULINOIS","",48.94183,3.34088,,,0,,,
02:01327,02:01327,"NOGENT L A. - LA FEROTTERIE","",48.93422,3.3528,,,0,,,
02:01328,02:01328,"NOGENT L A. - LA MESNIL HAUT A","",48.9317,3.32439,,,0,,,
02:01331,02:01331,"CHARLY S/ M. - CES ARRIVEE","",48.97454,3.27947,,,0,,,
02:01332,02:01332,"CHARLY S/ M. - CES DEPART","",48.97459,3.2785,,,0,,,
02:01333,02:01333,"CHARLY S/ M. - ECOLE PRIMAIRE","",48.97543,3.28639,,,0,,,
02:01334,02:01334,"AZY S/ M. - ABRI","",49.00104,3.3658,,,0,,,
02:01335,02:01335,"SAULCHERY - CHEMIN VERT","",48.97178,3.31865,,,0,,,
02:01336,02:01336,"CHARLY S/ M. - RUVET ABRI","",48.97595,3.29821,,,0,,,
02:01337,02:01337,"DOMPTIN - SALLE POLYVALENTE","",49.01657,3.27627,,,0,,,
02:01342,02:01342,"MARIGNY EN O. - VOIE DU CHATEL","",49.05386,3.24186,,,0,,,
02:01343,02:01343,"NESLES LA M. - PETIT BALLOIS","",49.01204,3.4444,,,0,,,
02:01344,02:01344,"NESLES LA M. - HAMEAU PETRET","",49.00592,3.43996,,,0,,,
02:01345,02:01345,"ESSISES - NICOLI ABRI","",48.96228,3.41629,,,0,,,
02:01347,02:01347,"NOGENTEL - PLACE ABRI","",49.0143,3.40144,,,0,,,
02:01348,02:01348,"ESSOMES S/ M. - VAUX PLACE ABRI","",49.04487,3.34898,,,0,,,
02:01349,02:01349,"ESSOMES S/ M. - GRAND MONTCOURT","",49.03146,3.35321,,,0,,,
02:01350,02:01350,"ESSOMES S/ M. - PETIT MONTCOURT","",49.02838,3.36149,,,0,,,
02:01352,02:01352,"ESSOMES S/ M. - RESID LA VALLEE","",49.03319,3.37782,,,0,,,
02:01353,02:01353,"ESSOMES S/ M. - ROUVROY ABRI","",49.00761,3.37528,,,0,,,
02:01354,02:01354,"ESSOMES S/ M. - AULNOY ABRI","",49.0165,3.37562,,,0,,,
02:01355,02:01355,"ESSOMES S/ M. - BOURBETIN","",49.04046,3.32786,,,0,,,
02:01356,02:01356,"BOURESCHES - ECOLE ABRI","",49.06249,3.30852,,,0,,,
02:01358,02:01358,"SOMMELANS - ABRI","",49.13747,3.29434,,,0,,,
02:01359,02:01359,"EPAUX BEZU - BUIRE HAMEAU X","",49.10811,3.33265,,,0,,,
02:01360,02:01360,"CHARLY S/ M. - POSTE RUE E MORLOT","",48.97659,3.28203,,,0,,,
02:01362,02:01362,"ETREPILLY - MAIRIE","",49.08492,3.34031,,,0,,,
02:01363,02:01363,"BELLEAU - GIVRY FACE ABRI","",49.08784,3.29915,,,0,,,
02:01365,02:01365,"CHEZY EN O. - ECOLE PLACE ABRI","",49.1241,3.18204,,,0,,,
02:01367,02:01367,"GANDELU - ABRI","",49.09469,3.18533,,,0,,,
02:01368,02:01368,"VEUILLY LA P. - LA CROIX MARAIS","",49.0888,3.21386,,,0,,,
02:01369,02:01369,"BUSSIARES - ABRI","",49.09141,3.25655,,,0,,,
02:01370,02:01370,"LICY CLIGNON - MAIRIE","",49.09922,3.27392,,,0,,,
02:01371,02:01371,"TORCY EN V. - ABRI","",49.08763,3.2793,,,0,,,
02:01372,02:01372,"MONTHIERS - ABRI PLACE","",49.1027,3.29924,,,0,,,
02:01373,02:01373,"COURCHAMPS - ABRI PLACE","",49.11267,3.26445,,,0,,,
02:01374,02:01374,"HAUTEVESNES - EGLISE ABRI","",49.10938,3.23208,,,0,,,
02:01375,02:01375,"PRIEZ - PLACE","",49.13729,3.26337,,,0,,,
02:01376,02:01376,"NEUILLY ST F. - REMONVOISIN ABRI","",49.13988,3.26406,,,0,,,
02:01377,02:01377,"NEUILLY ST F. - PLACE EGLISE","",49.17088,3.25954,,,0,,,
02:01378,02:01378,"NEUILLY ST F. - PL. DES BRUYERES","",49.16726,3.26525,,,0,,,
02:01379,02:01379,"GRISOLLES - ABRI","",49.14069,3.35805,,,0,,,
02:01380,02:01380,"GRISOLLES - LE CHARME","",49.13004,3.3732,,,0,,,
02:01381,02:01381,"ARMENTIERES S. - ABRI","",49.18338,3.38508,,,0,,,
02:01382,02:01382,"NANTEUIL N. D. - EGLISE ABRI","",49.19186,3.40775,,,0,,,
02:01383,02:01383,"BRUYERES S/ F. - ABRI ECOLE","",49.18978,3.4453,,,0,,,
02:01385,02:01385,"BRECY - PLACE","",49.14864,3.42872,,,0,,,
02:01387,02:01387,"L EPINE AUX . - MEUBLIERE F.COSTE","",48.89396,3.46112,,,0,,,
02:01388,02:01388,"L EPINE AUX B. - PLACE ABRI","",48.88496,3.44744,,,0,,,
02:01390,02:01390,"ST GENGOULPH - VINLY","",49.09904,3.20576,,,0,,,
02:01391,02:01391,"ST GENGOULPH - ABRI","",49.12085,3.21744,,,0,,,
02:01392,02:01392,"ST GENGOULPH - CHEVILLON ABRI","",49.12924,3.22127,,,0,,,
02:01393,02:01393,"MONNES - LAVOIR","",49.14777,3.22027,,,0,,,
02:01394,02:01394,"DAMMARD - PLACE ECOLE","",49.1448,3.19832,,,0,,,
02:01396,02:01396,"MACOGNY - RD4 RESERVOIR","",49.1592,3.23133,,,0,,,
02:01398,02:01398,"NOGENTEL - STADE MUNICIPAL","",49.03354,3.40711,,,0,,,
02:01400,02:01400,"COINCY  - ECOLE PRIMAIRE PARKING","",49.15949,3.41787,,,0,,,
02:01401,02:01401,"COINCY  - LA POTERIE","",49.17306,3.4167,,,0,,,
02:01402,02:01402,"COINCY  - ECOLE MATERNELLE","",49.16057,3.41944,,,0,,,
02:01404,02:01404,"ROCOURT ST M. - PL. S. POLYV.","",49.15206,3.3882,,,0,,,
02:01405,02:01405,"DAMMARD - MONTEMAFROY ABRI","",49.14632,3.16413,,,0,,,
02:01406,02:01406,"COULONGES C. - VILLOME FERME","",49.20439,3.6184,,,0,,,
02:01407,02:01407,"COULONGES C. - CHAMERY CROISEME","",49.1929,3.61535,,,0,,,
02:01409,02:01409,"COULONGES C. - ECOLE","",49.20156,3.63652,,,0,,,
02:01410,02:01410,"VILLERS AGRON A - ABRI","",49.1611,3.69585,,,0,,,
02:01411,02:01411,"GOUSSANCOURT - PLACE ABRI","",49.16817,3.6681,,,0,,,
02:01412,02:01412,"VEZILLY - PLACE ABRI","",49.1808,3.69134,,,0,,,
02:01413,02:01413,"VEZILLY - VENDOME ARRET","",49.1728,3.67523,,,0,,,
02:01415,02:01415,"DRAVEGNY - LONGEVILLE ABRI","",49.2428,3.64616,,,0,,,
02:01417,02:01417,"BEUVARDES - ECOLE","",49.13913,3.48755,,,0,,,
02:01418,02:01418,"FERE EN T. - ECOLE MAT et PRIM","",49.19982,3.50923,,,0,,,
02:01419,02:01419,"FERE EN T. - ECOLE PRIVEE","",49.20007,3.51163,,,0,,,
02:01423,02:01423,"EPIEDS - ABRI","",49.10548,3.44396,,,0,,,
02:01425,02:01425,"FERE EN T. - CES","",49.19905,3.50809,,,0,,,
02:01427,02:01427,"LOUPEIGNE - ABRI","",49.25073,3.5346,,,0,,,
02:01428,02:01428,"GRAND ROZOY - X EGLISE","",49.23487,3.38965,,,0,,,
02:01429,02:01429,"BEUGNEUX - MONUM. AUX MORTS","",49.23443,3.41438,,,0,,,
02:01430,02:01430,"CRAMAILLE - CRAMOISELLE","",49.2313,3.44079,,,0,,,
02:01431,02:01431,"BEUGNEUX - WALLE X","",49.20792,3.41675,,,0,,,
02:01432,02:01432,"OULCHY LE C. - ABRI PLACE","",49.20427,3.36808,,,0,,,
02:01434,02:01434,"VILLENEUVE S/ F - PLACE ABRI","",49.1773,3.47527,,,0,,,
02:01435,02:01435,"SERGY - 6 RUE DE L'EGLISE","",49.18269,3.57056,,,0,,,
02:01436,02:01436,"CIERGES - ABRI","",49.16862,3.59965,,,0,,,
02:01437,02:01437,"RONCHERES - MAIRIE ABRI","",49.14469,3.60249,,,0,,,
02:01438,02:01438,"COULONGES C. - HAMEAU COURTEAUX","",49.18123,3.6449,,,0,,,
02:01439,02:01439,"SERINGES ET N. - ABRI","",49.20465,3.53946,,,0,,,
02:01441,02:01441,"DRAVEGNY - ABRI","",49.232,3.63757,,,0,,,
02:01442,02:01442,"SERINGES ET N. - NESLES ABRI","",49.20252,3.5741,,,0,,,
02:01443,02:01443,"COURMONT - MAIRIE ABRI","",49.149,3.57639,,,0,,,
02:01445,02:01445,"LE CHARMEL - PLACE ABRI","",49.11378,3.54946,,,0,,,
02:01446,02:01446,"FRESNES EN T. - ECOLE","",49.14627,3.55541,,,0,,,
02:01448,02:01448,"VILLERS S/ F. - LES FONTENETTES","",49.14925,3.52205,,,0,,,
02:01451,02:01451,"MAREUIL EN D. - FERME DES TOURNE","",49.2421,3.55144,,,0,,,
02:01455,02:01455,"TROESNES - ABRI","",49.19295,3.17017,,,0,,,
02:01456,02:01456,"SILLY LA P. - GARE ABRI","",49.19733,3.16463,,,0,,,
02:01457,02:01457,"SILLY LA P. - LE PETIT PORT","",49.19484,3.16016,,,0,,,
02:01458,02:01458,"SILLY LA P. - ARRET RTA ABRI","",49.19416,3.14799,,,0,,,
02:01460,02:01460,"LA FERTE M. - ECOLE ABRI","",49.18122,3.12377,,,0,,,
02:01461,02:01461,"MARIZY STE G. - ABRI","",49.18387,3.20282,,,0,,,
02:01462,02:01462,"PASSY EN V. - ABRI","",49.16797,3.19395,,,0,,,
02:01463,02:01463,"LA FERTE M. - MOSLOY ABRI","",49.17629,3.15486,,,0,,,
02:01464,02:01464,"CHOUY - ABRI","",49.2061,3.24946,,,0,,,
02:01465,02:01465,"CHOUY - VILLERS PETIT","",49.22042,3.24465,,,0,,,
02:01466,02:01466,"ANCIENVILLE - MAIRIE ABRI","",49.21809,3.21453,,,0,,,
02:01467,02:01467,"NOROY S/ O. - ABRI","",49.20481,3.21208,,,0,,,
02:01469,02:01469,"NEUILLY ST F. - ECOLE","",49.17173,3.26863,,,0,,,
02:01470,02:01470,"VICHEL N. - ABRI","",49.18763,3.28925,,,0,,,
02:01471,02:01471,"MACOGNY - VILLAGE","",49.16544,3.22922,,,0,,,
02:01472,02:01472,"MARIZY ST M. - CROISEMENT","",49.18105,3.22234,,,0,,,
02:01473,02:01473,"NEUILLY ST F. - SUCRERIE","",49.18745,3.24945,,,0,,,
02:01474,02:01474,"BONNESVALYN - ABRI","",49.11921,3.31677,,,0,,,
02:01475,02:01475,"PRIEZ - MAIRIE  ABRI","",49.13731,3.26328,,,0,,,
02:01476,02:01476,"NEUILLY ST F. - CES","",49.17148,3.26942,,,0,,,
02:01478,02:01478,"LE PLESSIER H. - PLACE","",49.23866,3.3437,,,0,,,
02:01479,02:01479,"ST REMY B. - ABRI PLACE","",49.24083,3.31018,,,0,,,
02:01480,02:01480,"ST REMY B. - BLANZY","",49.24904,3.29867,,,0,,,
02:01482,02:01482,"BILLY S/ O. - FERME D'EDROLLES","",49.21576,3.27955,,,0,,,
02:01483,02:01483,"ROZET ST A. - ECOLE ABRI","",49.19643,3.30514,,,0,,,
02:01484,02:01484,"MONTGRU ST H. - ECOLE","",49.18929,3.32823,,,0,,,
02:01485,02:01485,"LA CROIX S/O.  - PLACE ABRI","",49.16823,3.35371,,,0,,,
02:01486,02:01486,"GRISOLLES - ABRI RUE DU CHATEAU","",49.14147,3.3568,,,0,,,
02:01488,02:01488,"BRUMETZ - AIRE FACE MAIS. M","",49.10354,3.15069,,,0,,,
02:01491,02:01491,"PRIEZ - MONTMANJEON X","",49.13571,3.25106,,,0,,,
02:01492,02:01492,"MONTGRU ST H. - FERME LE CHENE","",49.17337,3.3225,,,0,,,
02:01493,02:01493,"MONTGRU ST H. - WADON X","",49.17059,3.31911,,,0,,,
02:01495,02:01495,"COURMONT - ECOLE","",49.14902,3.5764,,,0,,,
02:01496,02:01496,"LA CELLE /S M. - ABRI","",48.86339,3.46587,,,0,,,
02:01497,02:01497,"VENDIERES - EGLISE","",48.87181,3.44636,,,0,,,
02:01499,02:01499,"VIELS MAISONS - GROUPE SCOLAIRE","",48.8987,3.39704,,,0,,,
02:01504,02:01504,"FONTENELLE EN B - FACE N°12","",48.91819,3.47687,,,0,,,
02:01505,02:01505,"ROZOY B. - PLACE","",48.92457,3.45191,,,0,,,
02:01507,02:01507,"ESSOMES S/ M. - ECOLE MATERNELLE","",49.02713,3.36962,,,0,,,
02:01513,02:01513,"ST QUENTIN - CAFE DE L'HORLOGE","",49.85285,3.28633,,,0,,,
02:01514,02:01514,"REUILLY S. - FACE ABRI","",49.05788,3.55715,,,0,,,
02:01515,02:01515,"ST QUENTIN - HOPITAL","",49.86209,3.2698,,,0,,,
02:01516,02:01516,"COURTEMONT V. - GROUPE SCOL VAREN","",49.07437,3.54637,,,0,,,
02:01520,02:01520,"FAYET - ABRI EGLISE","",49.86809,3.2508,,,0,,,
02:01521,02:01521,"BARZY S/ M. - MARCILLY EC. ABRI","",49.08066,3.55953,,,0,,,
02:01522,02:01522,"BARZY S/ M. - ROZAY ABRI","",49.07475,3.56228,,,0,,,
02:01527,02:01527,"GRICOURT - MAIRIE","",49.8882,3.24145,,,0,,,
02:01528,02:01528,"PONTRUET - ABRI RUE CALVAIRE","",49.90745,3.2313,,,0,,,
02:01529,02:01529,"PONTRUET - ECOLE ABRI","",49.90982,3.23151,,,0,,,
02:01530,02:01530,"BELLENGLISE - 9 RUE DU CHATEAU","",49.92632,3.24797,,,0,,,
02:01531,02:01531,"BELLENGLISE - VILLAGE","",49.92248,3.24436,,,0,,,
02:01532,02:01532,"BELLENGLISE - RUE DU 87EME","",49.9204,3.2518,,,0,,,
02:01533,02:01533,"MAGNY LA F. - ECOLE","",49.93254,3.27487,,,0,,,
02:01534,02:01534,"LEHAUCOURT - ABRI RUE DELVAL","",49.92041,3.28108,,,0,,,
02:01535,02:01535,"LEVERGIES - ABRI RUE DESSOUS","",49.92767,3.30993,,,0,,,
02:01536,02:01536,"RAMICOURT - ABRI PLACE","",49.95853,3.32952,,,0,,,
02:01537,02:01537,"JONCOURT - ABRI","",49.95464,3.29665,,,0,,,
02:01538,02:01538,"ESTREES - PLACE EGLISE","",49.96752,3.28697,,,0,,,
02:01539,02:01539,"GANDELU - DOM. CLIGNON AIRE","",49.09631,3.19264,,,0,,,
02:01540,02:01540,"GANDELU - PREMENT","",49.07504,3.17944,,,0,,,
02:01541,02:01541,"GANDELU - ECOLE","",49.09415,3.18298,,,0,,,
02:01542,02:01542,"MONTIGNY L A. - CERFROID X","",49.11056,3.12474,,,0,,,
02:01543,02:01543,"MONTIGNY L A. - ECOLE","",49.11169,3.10159,,,0,,,
02:01545,02:01545,"BELLICOURT - ABRI MAIRIE","",49.96117,3.2318,,,0,,,
02:01546,02:01546,"NAUROY - LA CANTINE","",49.95562,3.26781,,,0,,,
02:01547,02:01547,"NAUROY - ABRI","",49.95189,3.25226,,,0,,,
02:01548,02:01548,"BONY - MAIRIE","",49.98783,3.22376,,,0,,,
02:01554,02:01554,"CHEZY S/ M. - ECOLE","",48.99092,3.3647,,,0,,,
02:01561,02:01561,"MEZY MOULINS - MOULINS MAIRIE","",49.05954,3.52101,,,0,,,
02:01562,02:01562,"FOSSOY - ECOLE AIRE DE STATIONNEM","",49.049,3.48299,,,0,,,
02:01563,02:01563,"MEZY MOULINS - MOULINS ECOLE","",49.05944,3.51995,,,0,,,
02:01564,02:01564,"LE CATEAU C. - GARE ROUTIERE","",50.10811,3.53954,,,0,,,
02:01566,02:01566,"AMBRIEF - ABRI","",49.31957,3.40189,,,0,,,
02:01567,02:01567,"MAAST ET V. - VIOLAINE ABRI","",49.29071,3.45345,,,0,,,
02:01569,02:01569,"MURET ET C. - PLACE ABRI","",49.28453,3.41701,,,0,,,
02:01570,02:01570,"MURET ET C. - CROUTTES ABRI","",49.2767,3.42955,,,0,,,
02:01571,02:01571,"NAMPTEUIL /S M. - MAIRIE ABRI","",49.30084,3.42572,,,0,,,
02:01572,02:01572,"CHACRISE - VILLEBLAIN PLACE","",49.30255,3.38279,,,0,,,
02:01573,02:01573,"CHACRISE - ECOLE","",49.30361,3.40434,,,0,,,
02:01575,02:01575,"LONGPONT - FERME BEAUREPAIRE","",49.29761,3.23995,,,0,,,
02:01576,02:01576,"VIERZY - VAUXCASTILLE ABRI","",49.29107,3.25664,,,0,,,
02:01577,02:01577,"VIERZY - SUCRERIE","",49.29251,3.27689,,,0,,,
02:01578,02:01578,"VIERZY - ECOLE","",49.28982,3.28708,,,0,,,
02:01583,02:01583,"CHASSEMY - ABRI PLACE ECOLE","",49.38132,3.50533,,,0,,,
02:01584,02:01584,"BRAINE - FERME LAGRANGE","",49.35431,3.50949,,,0,,,
02:01585,02:01585,"BRAINE - CES","",49.34702,3.53343,,,0,,,
02:01586,02:01586,"SERCHES - AGGLOMERATION","",49.34452,3.43951,,,0,,,
02:01587,02:01587,"SERCHES - PLACE ABRI","",49.33944,3.44983,,,0,,,
02:01588,02:01588,"COUVRELLES - EPRITEL FERME","",49.33097,3.46655,,,0,,,
02:01589,02:01589,"COUVRELLES - ANCIENNE ECOLE","",49.33763,3.48814,,,0,,,
02:01593,02:01593,"CHERY C. - ECOLE ABRI","",49.2611,3.61364,,,0,,,
02:01595,02:01595,"MONT ST M. - ABRI","",49.28226,3.6395,,,0,,,
02:01596,02:01596,"VILLESAVOYE - ABRI","",49.29339,3.64023,,,0,,,
02:01597,02:01597,"ST THIBAUT - ABRI PLACE","",49.29929,3.61617,,,0,,,
02:01599,02:01599,"PAARS - ABRI","",49.32887,3.60119,,,0,,,
02:01600,02:01600,"COURCELLES S/ V - ARRET CARS ABRI","",49.33836,3.57105,,,0,,,
02:01601,02:01601,"LIME - PLACE ABRI","",49.32215,3.54855,,,0,,,
02:01602,02:01602,"CERSEUIL - ABRI","",49.32331,3.52105,,,0,,,
02:01603,02:01603,"CUIRY HOUSSE - ABRI","",49.29505,3.49225,,,0,,,
02:01604,02:01604,"LESGES - MAIRIE","",49.30598,3.50729,,,0,,,
02:01605,02:01605,"BRAINE - SAINTE MARIE","",49.34257,3.53813,,,0,,,
02:01606,02:01606,"BRAINE - ECOLE PRIMAIRE","",49.34505,3.5352,,,0,,,
02:01607,02:01607,"BRAINE - ECOLE MATERNELLE","",49.34311,3.53219,,,0,,,
02:01608,02:01608,"CIRY SALSOGNE - CITE BASTIER ABRI","",49.37187,3.47119,,,0,,,
02:01609,02:01609,"CIRY SALSOGNE - ABRI","",49.36071,3.4703,,,0,,,
02:01610,02:01610,"CIRY SALSOGNE - SALSOGNE RN 31","",49.37056,3.46569,,,0,,,
02:01613,02:01613,"QUINCY /S L. - ABRI","",49.30584,3.55176,,,0,,,
02:01614,02:01614,"JOUAIGNES - ABRI","",49.29805,3.53564,,,0,,,
02:01616,02:01616,"TANNIERES - PLACE","",49.29028,3.55209,,,0,,,
02:01618,02:01618,"LHUYS - PLACE ABRI","",49.28081,3.55517,,,0,,,
02:01619,02:01619,"MONT NOTRE D. - ABRI","",49.29322,3.58384,,,0,,,
02:01620,02:01620,"MONT NOTRE D. - GARE","",49.2963,3.57621,,,0,,,
02:01621,02:01621,"VIEL ARCY - ABRI","",49.38141,3.6248,,,0,,,
02:01622,02:01622,"VIEL ARCY - MOULIN DE BAS","",49.37518,3.63332,,,0,,,
02:01624,02:01624,"VAUXTIN - ABRI","",49.35031,3.60207,,,0,,,
02:01626,02:01626,"BRENELLE - MAIRIE ABRI","",49.36527,3.54123,,,0,,,
02:01627,02:01627,"VAILLY S/ A. - CES","",49.403,3.52367,,,0,,,
02:01629,02:01629,"MONT NOTRE D. - N.5 RTE DE LHUYS","",49.29195,3.5767,,,0,,,
02:01630,02:01630,"MONT NOTRE D. - ECOLE","",49.2976,3.58413,,,0,,,
02:01631,02:01631,"BRENY - ABRI PLACE EGLISE","",49.18606,3.35178,,,0,,,
02:01632,02:01632,"EPAGNY - EGLISE ABRI","",49.46123,3.24024,,,0,,,
02:01633,02:01633,"VEZAPONIN - ECOLE","",49.4581,3.22959,,,0,,,
02:01634,02:01634,"MORSAIN - 44 BERLINVAL","",49.4574,3.19777,,,0,,,
02:01635,02:01635,"MORSAIN - OUILLY ABRI","",49.45708,3.19769,,,0,,,
02:01636,02:01636,"MORSAIN - EURY","",49.45066,3.19336,,,0,,,
02:01637,02:01637,"MORSAIN - ECOLE MORSAIN","",49.45369,3.18097,,,0,,,
02:01638,02:01638,"VASSENS - ABRI","",49.4678,3.15446,,,0,,,
02:01639,02:01639,"MORSAIN - VAUX CARREFOUR","",49.46127,3.17374,,,0,,,
02:01640,02:01640,"MORSAIN - CALVAIRE","",49.45562,3.17588,,,0,,,
02:01641,02:01641,"MORSAIN - 24 RUE DE CAUHET","",49.45542,3.17641,,,0,,,
02:01644,02:01644,"FONTENOY - ECOLE PRIMAIRE","",49.40747,3.19686,,,0,,,
02:01646,02:01646,"FONTENOY - ECOLE MATERNELLE","",49.40756,3.19618,,,0,,,
02:01648,02:01648,"NOUVRON VINGRE - VINGRE ABRI","",49.42886,3.17498,,,0,,,
02:01649,02:01649,"NOUVRON VINGRE - CONFRECOURT","",49.42728,3.19002,,,0,,,
02:01650,02:01650,"NOUVRON VINGRE - PLACE ABRI","",49.42876,3.19975,,,0,,,
02:01652,02:01652,"PARCY ET T. - ABRI HANGAR","",49.27126,3.3198,,,0,,,
02:01653,02:01653,"HARTENNES ET T. - ECOLE","",49.27409,3.34945,,,0,,,
02:01655,02:01655,"HARTENNES ET T. - ABRI GARE","",49.26463,3.36035,,,0,,,
02:01656,02:01656,"BUZANCY - BAS ABRI","",49.31305,3.34508,,,0,,,
02:01657,02:01657,"BUZANCY - HAUT ABRI","",49.31191,3.34856,,,0,,,
02:01658,02:01658,"VILLEMONTOIRE - CHARENTIGNY ABRI","",49.30288,3.31207,,,0,,,
02:01659,02:01659,"VILLEMONTOIRE - PLACE ABRI","",49.30034,3.33321,,,0,,,
02:01661,02:01661,"DROIZY - PLACE ABRI","",49.27715,3.39318,,,0,,,
02:01662,02:01662,"LAUNOY - ABRI","",49.26435,3.39938,,,0,,,
02:01667,02:01667,"LONGUEVAL B. - BARBONVAL PLACE","",49.35817,3.6721,,,0,,,
02:01668,02:01668,"SERVAL - ARRET RTA","",49.35396,3.68793,,,0,,,
02:01669,02:01669,"MERVAL - ABRI","",49.35346,3.69615,,,0,,,
02:01670,02:01670,"GLENNES - ABRI","",49.35597,3.71301,,,0,,,
02:01672,02:01672,"REVILLON - ABRI","",49.36546,3.70002,,,0,,,
