Numero_train;Annee;Mois;Mois_Num;Axe;Numero_segment;Estimation_Nombre_circulation
16350;2023;août;8;Y Picard;K16;5.0
16350;2023;avril;4;Y Picard;K16;4.0
16350;2023;décembre;12;Y Picard;K16;6.0
16350;2023;février;2;Y Picard;K16;4.0
16350;2023;janvier;1;Y Picard;K16;4.0
16350;2023;juillet;7;Y Picard;K16;5.0
16350;2023;juin;6;Y Picard;K16;5.0
16350;2023;mai;5;Y Picard;K16;4.0
16350;2023;mars;3;Y Picard;K16;4.0
16350;2023;novembre;11;Y Picard;K16;6.0
16350;2023;octobre;10;Y Picard;K16;6.0
16350;2023;septembre;9;Y Picard;K16;5.0
16351;2023;août;8;Y Picard;K16;5.0
16351;2023;avril;4;Y Picard;K16;4.0
16351;2023;décembre;12;Y Picard;K16;6.0
16351;2023;février;2;Y Picard;K16;4.0
16351;2023;janvier;1;Y Picard;K16;4.0
16351;2023;juillet;7;Y Picard;K16;5.0
16351;2023;juin;6;Y Picard;K16;5.0
16351;2023;mai;5;Y Picard;K16;4.0
16351;2023;mars;3;Y Picard;K16;4.0
16351;2023;novembre;11;Y Picard;K16;6.0
16351;2023;octobre;10;Y Picard;K16;6.0
16351;2023;septembre;9;Y Picard;K16;5.0
16352;2023;août;8;Y Picard;K16;5.0
16352;2023;avril;4;Y Picard;K16;4.0
16352;2023;décembre;12;Y Picard;K16;6.0
16352;2023;février;2;Y Picard;K16;4.0
16352;2023;janvier;1;Y Picard;K16;4.0
16352;2023;juillet;7;Y Picard;K16;5.0
16352;2023;juin;6;Y Picard;K16;5.0
16352;2023;mai;5;Y Picard;K16;4.0
16352;2023;mars;3;Y Picard;K16;4.0
16352;2023;novembre;11;Y Picard;K16;6.0
16352;2023;octobre;10;Y Picard;K16;6.0
16352;2023;septembre;9;Y Picard;K16;5.0
16354;2023;août;8;Y Picard;K16;5.0
16354;2023;avril;4;Y Picard;K16;4.0
16354;2023;décembre;12;Y Picard;K16;6.0
16354;2023;février;2;Y Picard;K16;4.0
16354;2023;janvier;1;Y Picard;K16;4.0
16354;2023;juillet;7;Y Picard;K16;5.0
16354;2023;juin;6;Y Picard;K16;5.0
16354;2023;mai;5;Y Picard;K16;4.0
16354;2023;mars;3;Y Picard;K16;4.0
16354;2023;novembre;11;Y Picard;K16;6.0
16354;2023;octobre;10;Y Picard;K16;6.0
16354;2023;septembre;9;Y Picard;K16;5.0
16355;2023;août;8;Y Picard;K16;5.0
16355;2023;avril;4;Y Picard;K16;4.0
16355;2023;décembre;12;Y Picard;K16;6.0
16355;2023;février;2;Y Picard;K16;4.0
16355;2023;janvier;1;Y Picard;K16;4.0
16355;2023;juillet;7;Y Picard;K16;5.0
16355;2023;juin;6;Y Picard;K16;5.0
16355;2023;mai;5;Y Picard;K16;4.0
16355;2023;mars;3;Y Picard;K16;4.0
16355;2023;novembre;11;Y Picard;K16;6.0
16355;2023;octobre;10;Y Picard;K16;6.0
16355;2023;septembre;9;Y Picard;K16;5.0
16356;2023;août;8;Y Picard;K16;5.0
16356;2023;avril;4;Y Picard;K16;4.0
16356;2023;décembre;12;Y Picard;K16;6.0
16356;2023;février;2;Y Picard;K16;4.0
16356;2023;janvier;1;Y Picard;K16;4.0
16356;2023;juillet;7;Y Picard;K16;5.0
16356;2023;juin;6;Y Picard;K16;5.0
16356;2023;mai;5;Y Picard;K16;4.0
16356;2023;mars;3;Y Picard;K16;4.0
16356;2023;novembre;11;Y Picard;K16;6.0
16356;2023;octobre;10;Y Picard;K16;6.0
16356;2023;septembre;9;Y Picard;K16;5.0
16358;2023;août;8;Y Picard;K16;5.0
16358;2023;avril;4;Y Picard;K16;4.0
16358;2023;décembre;12;Y Picard;K16;6.0
16358;2023;février;2;Y Picard;K16;4.0
16358;2023;janvier;1;Y Picard;K16;4.0
16358;2023;juillet;7;Y Picard;K16;5.0
16358;2023;juin;6;Y Picard;K16;5.0
16358;2023;mai;5;Y Picard;K16;4.0
16358;2023;mars;3;Y Picard;K16;4.0
16358;2023;novembre;11;Y Picard;K16;6.0
16358;2023;octobre;10;Y Picard;K16;6.0
16358;2023;septembre;9;Y Picard;K16;5.0
16359;2023;août;8;Y Picard;K16;5.0
16359;2023;avril;4;Y Picard;K16;4.0
16359;2023;décembre;12;Y Picard;K16;6.0
16359;2023;février;2;Y Picard;K16;4.0
16359;2023;janvier;1;Y Picard;K16;4.0
16359;2023;juillet;7;Y Picard;K16;5.0
16359;2023;juin;6;Y Picard;K16;5.0
16359;2023;mai;5;Y Picard;K16;4.0
16359;2023;mars;3;Y Picard;K16;4.0
16359;2023;novembre;11;Y Picard;K16;6.0
16359;2023;octobre;10;Y Picard;K16;6.0
16359;2023;septembre;9;Y Picard;K16;5.0
16360;2023;août;8;Y Picard;K16;5.0
16360;2023;avril;4;Y Picard;K16;4.0
16360;2023;décembre;12;Y Picard;K16;6.0
16360;2023;février;2;Y Picard;K16;4.0
16360;2023;janvier;1;Y Picard;K16;4.0
16360;2023;mai;5;Y Picard;K16;4.0
16360;2023;mars;3;Y Picard;K16;4.0
16360;2023;novembre;11;Y Picard;K16;6.0
16360;2023;octobre;10;Y Picard;K16;6.0
16360;2023;septembre;9;Y Picard;K16;5.0
16361;2023;août;8;Y Picard;K16;5.0
16361;2023;avril;4;Y Picard;K16;4.0
16361;2023;février;2;Y Picard;K16;4.0
16361;2023;janvier;1;Y Picard;K16;4.0
16361;2023;juillet;7;Y Picard;K16;5.0
16361;2023;juin;6;Y Picard;K16;5.0
16361;2023;mai;5;Y Picard;K16;4.0
16361;2023;mars;3;Y Picard;K16;4.0
16361;2023;novembre;11;Y Picard;K16;6.0
16361;2023;octobre;10;Y Picard;K16;6.0
16361;2023;septembre;9;Y Picard;K16;5.0
16362;2023;août;8;Y Picard;K16;5.0
16362;2023;avril;4;Y Picard;K16;4.0
16362;2023;décembre;12;Y Picard;K16;6.0
16362;2023;février;2;Y Picard;K16;4.0
16362;2023;janvier;1;Y Picard;K16;4.0
16362;2023;juillet;7;Y Picard;K16;5.0
16362;2023;juin;6;Y Picard;K16;5.0
16362;2023;mai;5;Y Picard;K16;4.0
16362;2023;mars;3;Y Picard;K16;4.0
16362;2023;novembre;11;Y Picard;K16;6.0
16362;2023;octobre;10;Y Picard;K16;6.0
16362;2023;septembre;9;Y Picard;K16;5.0
16364;2023;février;2;Y Picard;K16;4.0
16364;2023;janvier;1;Y Picard;K16;4.0
16364;2023;juin;6;Y Picard;K16;5.0
16364;2023;mars;3;Y Picard;K16;4.0
16364;2023;octobre;10;Y Picard;K16;6.0
16364;2023;septembre;9;Y Picard;K16;5.0
16365;2023;août;8;Y Picard;K16;5.0
16365;2023;avril;4;Y Picard;K16;4.0
16365;2023;décembre;12;Y Picard;K16;6.0
16365;2023;février;2;Y Picard;K16;4.0
16365;2023;janvier;1;Y Picard;K16;4.0
16365;2023;juillet;7;Y Picard;K16;5.0
16365;2023;juin;6;Y Picard;K16;5.0
16365;2023;mai;5;Y Picard;K16;4.0
16365;2023;mars;3;Y Picard;K16;4.0
16365;2023;novembre;11;Y Picard;K16;6.0
16365;2023;octobre;10;Y Picard;K16;6.0
16365;2023;septembre;9;Y Picard;K16;5.0
16366;2023;avril;4;Y Picard;K16;4.0
16366;2023;février;2;Y Picard;K16;4.0
16366;2023;janvier;1;Y Picard;K16;4.0
16366;2023;juin;6;Y Picard;K16;5.0
16366;2023;mars;3;Y Picard;K16;4.0
16366;2023;novembre;11;Y Picard;K16;6.0
16366;2023;octobre;10;Y Picard;K16;6.0
16366;2023;septembre;9;Y Picard;K16;5.0
16367;2023;août;8;Y Picard;K16;5.0
16367;2023;avril;4;Y Picard;K16;4.0
16367;2023;décembre;12;Y Picard;K16;6.0
16367;2023;février;2;Y Picard;K16;4.0
16367;2023;janvier;1;Y Picard;K16;4.0
16367;2023;juillet;7;Y Picard;K16;5.0
16367;2023;juin;6;Y Picard;K16;5.0
16367;2023;mai;5;Y Picard;K16;4.0
16367;2023;mars;3;Y Picard;K16;4.0
16367;2023;novembre;11;Y Picard;K16;6.0
16367;2023;octobre;10;Y Picard;K16;6.0
16367;2023;septembre;9;Y Picard;K16;5.0
16368;2023;décembre;12;Y Picard;K16;6.0
16368;2023;février;2;Y Picard;K16;4.0
16368;2023;janvier;1;Y Picard;K16;4.0
16368;2023;juin;6;Y Picard;K16;5.0
16368;2023;mai;5;Y Picard;K16;4.0
16368;2023;mars;3;Y Picard;K16;4.0
16368;2023;octobre;10;Y Picard;K16;6.0
16368;2023;septembre;9;Y Picard;K16;5.0
16369;2023;août;8;Y Picard;K16;5.0
16369;2023;avril;4;Y Picard;K16;4.0
16369;2023;décembre;12;Y Picard;K16;6.0
16369;2023;février;2;Y Picard;K16;4.0
16369;2023;janvier;1;Y Picard;K16;4.0
16369;2023;juillet;7;Y Picard;K16;5.0
16369;2023;juin;6;Y Picard;K16;5.0
16369;2023;mai;5;Y Picard;K16;4.0
16369;2023;mars;3;Y Picard;K16;4.0
16369;2023;novembre;11;Y Picard;K16;6.0
16369;2023;octobre;10;Y Picard;K16;6.0
16369;2023;septembre;9;Y Picard;K16;5.0
16370;2023;février;2;Y Picard;K16;4.0
16370;2023;janvier;1;Y Picard;K16;4.0
16370;2023;juin;6;Y Picard;K16;5.0
16370;2023;mars;3;Y Picard;K16;4.0
16370;2023;octobre;10;Y Picard;K16;6.0
16370;2023;septembre;9;Y Picard;K16;5.0
16371;2023;août;8;Y Picard;K16;5.0
16371;2023;avril;4;Y Picard;K16;4.0
16371;2023;décembre;12;Y Picard;K16;6.0
16371;2023;février;2;Y Picard;K16;4.0
16371;2023;janvier;1;Y Picard;K16;4.0
16371;2023;juillet;7;Y Picard;K16;5.0
16371;2023;juin;6;Y Picard;K16;5.0
16371;2023;mai;5;Y Picard;K16;4.0
16371;2023;mars;3;Y Picard;K16;4.0
16371;2023;novembre;11;Y Picard;K16;6.0
16371;2023;octobre;10;Y Picard;K16;6.0
16371;2023;septembre;9;Y Picard;K16;5.0
16372;2023;avril;4;Y Picard;K16;4.0
16372;2023;décembre;12;Y Picard;K16;6.0
16372;2023;février;2;Y Picard;K16;4.0
16372;2023;janvier;1;Y Picard;K16;4.0
16372;2023;mai;5;Y Picard;K16;4.0
16372;2023;mars;3;Y Picard;K16;4.0
16372;2023;novembre;11;Y Picard;K16;6.0
16372;2023;octobre;10;Y Picard;K16;6.0
16372;2023;septembre;9;Y Picard;K16;5.0
16373;2023;août;8;Y Picard;K16;5.0
16373;2023;avril;4;Y Picard;K16;4.0
16373;2023;décembre;12;Y Picard;K16;6.0
16373;2023;février;2;Y Picard;K16;4.0
16373;2023;janvier;1;Y Picard;K16;4.0
16373;2023;juillet;7;Y Picard;K16;5.0
16373;2023;juin;6;Y Picard;K16;5.0
16373;2023;mai;5;Y Picard;K16;4.0
16373;2023;mars;3;Y Picard;K16;4.0
16373;2023;novembre;11;Y Picard;K16;6.0
16373;2023;octobre;10;Y Picard;K16;6.0
16373;2023;septembre;9;Y Picard;K16;5.0
16378;2023;décembre;12;Y Picard;K16;6.0
16378;2023;février;2;Y Picard;K16;4.0
16378;2023;mai;5;Y Picard;K16;4.0
16379;2023;août;8;Y Picard;K16;5.0
16379;2023;avril;4;Y Picard;K16;4.0
16379;2023;décembre;12;Y Picard;K16;6.0
16379;2023;février;2;Y Picard;K16;4.0
16379;2023;janvier;1;Y Picard;K16;4.0
16379;2023;juillet;7;Y Picard;K16;5.0
16379;2023;juin;6;Y Picard;K16;5.0
16379;2023;mai;5;Y Picard;K16;4.0
16379;2023;mars;3;Y Picard;K16;4.0
16379;2023;novembre;11;Y Picard;K16;6.0
16379;2023;octobre;10;Y Picard;K16;6.0
16379;2023;septembre;9;Y Picard;K16;5.0
16382;2023;août;8;Y Picard;K16;5.0
16382;2023;avril;4;Y Picard;K16;4.0
16382;2023;décembre;12;Y Picard;K16;6.0
16382;2023;février;2;Y Picard;K16;4.0
16382;2023;janvier;1;Y Picard;K16;4.0
16382;2023;juillet;7;Y Picard;K16;5.0
16382;2023;mai;5;Y Picard;K16;4.0
16382;2023;mars;3;Y Picard;K16;4.0
16382;2023;novembre;11;Y Picard;K16;6.0
16382;2023;octobre;10;Y Picard;K16;6.0
16382;2023;septembre;9;Y Picard;K16;5.0
16383;2023;août;8;Y Picard;K16;5.0
16383;2023;avril;4;Y Picard;K16;4.0
16383;2023;décembre;12;Y Picard;K16;6.0
16383;2023;février;2;Y Picard;K16;4.0
16383;2023;janvier;1;Y Picard;K16;4.0
16383;2023;juillet;7;Y Picard;K16;5.0
16383;2023;juin;6;Y Picard;K16;5.0
16383;2023;mai;5;Y Picard;K16;4.0
16383;2023;mars;3;Y Picard;K16;4.0
16383;2023;novembre;11;Y Picard;K16;6.0
16383;2023;octobre;10;Y Picard;K16;6.0
16383;2023;septembre;9;Y Picard;K16;5.0
16386;2023;août;8;Y Picard;K16;5.0
16386;2023;avril;4;Y Picard;K16;4.0
16386;2023;décembre;12;Y Picard;K16;6.0
16386;2023;février;2;Y Picard;K16;4.0
16386;2023;janvier;1;Y Picard;K16;4.0
16386;2023;juillet;7;Y Picard;K16;5.0
16386;2023;mai;5;Y Picard;K16;4.0
16386;2023;mars;3;Y Picard;K16;4.0
16386;2023;novembre;11;Y Picard;K16;6.0
16386;2023;octobre;10;Y Picard;K16;6.0
16386;2023;septembre;9;Y Picard;K16;5.0
16387;2023;août;8;Y Picard;K16;5.0
16387;2023;avril;4;Y Picard;K16;4.0
16387;2023;décembre;12;Y Picard;K16;6.0
16387;2023;février;2;Y Picard;K16;4.0
16387;2023;janvier;1;Y Picard;K16;4.0
16387;2023;juillet;7;Y Picard;K16;5.0
16387;2023;juin;6;Y Picard;K16;5.0
16387;2023;mai;5;Y Picard;K16;4.0
16387;2023;mars;3;Y Picard;K16;4.0
16387;2023;novembre;11;Y Picard;K16;6.0
16387;2023;octobre;10;Y Picard;K16;6.0
16387;2023;septembre;9;Y Picard;K16;5.0
16388;2023;août;8;Y Picard;K16;5.0
16388;2023;décembre;12;Y Picard;K16;6.0
16388;2023;février;2;Y Picard;K16;4.0
16388;2023;janvier;1;Y Picard;K16;4.0
16388;2023;mai;5;Y Picard;K16;4.0
16388;2023;mars;3;Y Picard;K16;4.0
16388;2023;novembre;11;Y Picard;K16;6.0
16388;2023;octobre;10;Y Picard;K16;6.0
16389;2023;août;8;Y Picard;K16;5.0
16389;2023;avril;4;Y Picard;K16;4.0
16389;2023;décembre;12;Y Picard;K16;6.0
16389;2023;février;2;Y Picard;K16;4.0
16389;2023;janvier;1;Y Picard;K16;4.0
16389;2023;juillet;7;Y Picard;K16;5.0
16389;2023;juin;6;Y Picard;K16;5.0
16389;2023;mai;5;Y Picard;K16;4.0
16389;2023;mars;3;Y Picard;K16;4.0
16389;2023;novembre;11;Y Picard;K16;6.0
16389;2023;octobre;10;Y Picard;K16;6.0
16389;2023;septembre;9;Y Picard;K16;5.0
16390;2023;avril;4;Y Picard;K16;4.0
16390;2023;décembre;12;Y Picard;K16;6.0
16390;2023;février;2;Y Picard;K16;4.0
16390;2023;mai;5;Y Picard;K16;4.0
16390;2023;novembre;11;Y Picard;K16;6.0
16391;2023;août;8;Y Picard;K16;5.0
16391;2023;avril;4;Y Picard;K16;4.0
16391;2023;décembre;12;Y Picard;K16;6.0
16391;2023;février;2;Y Picard;K16;4.0
16391;2023;janvier;1;Y Picard;K16;4.0
16391;2023;juillet;7;Y Picard;K16;5.0
16391;2023;juin;6;Y Picard;K16;5.0
16391;2023;mai;5;Y Picard;K16;4.0
16391;2023;mars;3;Y Picard;K16;4.0
16391;2023;novembre;11;Y Picard;K16;6.0
16391;2023;octobre;10;Y Picard;K16;6.0
16391;2023;septembre;9;Y Picard;K16;5.0
16392;2023;avril;4;Y Picard;K16;4.0
16392;2023;février;2;Y Picard;K16;4.0
16392;2023;novembre;11;Y Picard;K16;6.0
16393;2023;août;8;Y Picard;K16;5.0
16393;2023;avril;4;Y Picard;K16;4.0
16393;2023;décembre;12;Y Picard;K16;6.0
16393;2023;février;2;Y Picard;K16;4.0
16393;2023;janvier;1;Y Picard;K16;4.0
16393;2023;juillet;7;Y Picard;K16;5.0
16393;2023;juin;6;Y Picard;K16;5.0
16393;2023;mai;5;Y Picard;K16;4.0
16393;2023;mars;3;Y Picard;K16;4.0
16393;2023;novembre;11;Y Picard;K16;6.0
16393;2023;octobre;10;Y Picard;K16;6.0
16393;2023;septembre;9;Y Picard;K16;5.0
16394;2023;avril;4;Y Picard;K16;4.0
16394;2023;février;2;Y Picard;K16;4.0
16394;2023;novembre;11;Y Picard;K16;6.0
16395;2023;août;8;Y Picard;K16;5.0
16395;2023;avril;4;Y Picard;K16;4.0
16395;2023;décembre;12;Y Picard;K16;6.0
16395;2023;février;2;Y Picard;K16;4.0
16395;2023;janvier;1;Y Picard;K16;4.0
16395;2023;juillet;7;Y Picard;K16;5.0
16395;2023;juin;6;Y Picard;K16;5.0
16395;2023;mai;5;Y Picard;K16;4.0
16395;2023;mars;3;Y Picard;K16;4.0
16395;2023;novembre;11;Y Picard;K16;6.0
16395;2023;octobre;10;Y Picard;K16;6.0
16395;2023;septembre;9;Y Picard;K16;5.0
16396;2023;avril;4;Y Picard;K16;4.0
16396;2023;février;2;Y Picard;K16;4.0
16396;2023;novembre;11;Y Picard;K16;6.0
16397;2023;août;8;Y Picard;K16;5.0
16397;2023;avril;4;Y Picard;K16;4.0
16397;2023;décembre;12;Y Picard;K16;6.0
16397;2023;février;2;Y Picard;K16;4.0
16397;2023;janvier;1;Y Picard;K16;4.0
16397;2023;juillet;7;Y Picard;K16;5.0
16397;2023;juin;6;Y Picard;K16;5.0
16397;2023;mai;5;Y Picard;K16;4.0
16397;2023;mars;3;Y Picard;K16;4.0
16397;2023;novembre;11;Y Picard;K16;6.0
16397;2023;octobre;10;Y Picard;K16;6.0
16397;2023;septembre;9;Y Picard;K16;5.0
16398;2023;décembre;12;Y Picard;K16;6.0
16398;2023;février;2;Y Picard;K16;4.0
16398;2023;mai;5;Y Picard;K16;4.0
16399;2023;août;8;Y Picard;K16;5.0
16399;2023;avril;4;Y Picard;K16;4.0
16399;2023;décembre;12;Y Picard;K16;6.0
16399;2023;février;2;Y Picard;K16;4.0
16399;2023;janvier;1;Y Picard;K16;4.0
16399;2023;juillet;7;Y Picard;K16;5.0
16399;2023;juin;6;Y Picard;K16;5.0
16399;2023;mai;5;Y Picard;K16;4.0
16399;2023;mars;3;Y Picard;K16;4.0
16399;2023;novembre;11;Y Picard;K16;6.0
16399;2023;octobre;10;Y Picard;K16;6.0
16399;2023;septembre;9;Y Picard;K16;5.0
16420;2023;août;8;Y Picard;K12;8.0
16420;2023;avril;4;Y Picard;K12;7.0
16420;2023;décembre;12;Y Picard;K12;8.0
16420;2023;février;2;Y Picard;K12;7.0
16420;2023;janvier;1;Y Picard;K12;7.0
16420;2023;juillet;7;Y Picard;K12;8.0
16420;2023;juin;6;Y Picard;K12;8.0
16420;2023;mai;5;Y Picard;K12;7.0
16420;2023;mars;3;Y Picard;K12;7.0
16420;2023;novembre;11;Y Picard;K12;8.0
16420;2023;octobre;10;Y Picard;K12;8.0
16420;2023;septembre;9;Y Picard;K12;8.0
16421;2023;août;8;Y Picard;K12;8.0
16421;2023;août;8;Y Picard;K12;8.0
16421;2023;avril;4;Y Picard;K12;7.0
16421;2023;avril;4;Y Picard;K12;7.0
16421;2023;décembre;12;Y Picard;K12;8.0
16421;2023;décembre;12;Y Picard;K12;8.0
16421;2023;février;2;Y Picard;K12;7.0
16421;2023;février;2;Y Picard;K12;7.0
16421;2023;janvier;1;Y Picard;K12;7.0
16421;2023;janvier;1;Y Picard;K12;7.0
16421;2023;juillet;7;Y Picard;K12;8.0
16421;2023;juillet;7;Y Picard;K12;8.0
16421;2023;juin;6;Y Picard;K12;8.0
16421;2023;juin;6;Y Picard;K12;8.0
16421;2023;mai;5;Y Picard;K12;7.0
16421;2023;mai;5;Y Picard;K12;7.0
16421;2023;mars;3;Y Picard;K12;7.0
16421;2023;mars;3;Y Picard;K12;7.0
16421;2023;novembre;11;Y Picard;K12;8.0
16421;2023;novembre;11;Y Picard;K12;8.0
16421;2023;octobre;10;Y Picard;K12;8.0
16421;2023;octobre;10;Y Picard;K12;8.0
16421;2023;septembre;9;Y Picard;K12;8.0
16421;2023;septembre;9;Y Picard;K12;8.0
16422;2023;août;8;Y Picard;K12;8.0
16422;2023;avril;4;Y Picard;K12;7.0
16422;2023;décembre;12;Y Picard;K12;8.0
16422;2023;février;2;Y Picard;K12;7.0
16422;2023;janvier;1;Y Picard;K12;7.0
16422;2023;juillet;7;Y Picard;K12;8.0
16422;2023;juin;6;Y Picard;K12;8.0
16422;2023;mai;5;Y Picard;K12;7.0
16422;2023;mars;3;Y Picard;K12;7.0
16422;2023;novembre;11;Y Picard;K12;8.0
16422;2023;octobre;10;Y Picard;K12;8.0
16422;2023;septembre;9;Y Picard;K12;8.0
16423;2023;août;8;Y Picard;K12;8.0
16423;2023;août;8;Y Picard;K12;8.0
16423;2023;avril;4;Y Picard;K12;7.0
16423;2023;avril;4;Y Picard;K12;7.0
16423;2023;décembre;12;Y Picard;K12;8.0
16423;2023;décembre;12;Y Picard;K12;8.0
16423;2023;février;2;Y Picard;K12;7.0
16423;2023;février;2;Y Picard;K12;7.0
16423;2023;janvier;1;Y Picard;K12;7.0
16423;2023;janvier;1;Y Picard;K12;7.0
16423;2023;juillet;7;Y Picard;K12;8.0
16423;2023;juillet;7;Y Picard;K12;8.0
16423;2023;juin;6;Y Picard;K12;8.0
16423;2023;juin;6;Y Picard;K12;8.0
16423;2023;mai;5;Y Picard;K12;7.0
16423;2023;mai;5;Y Picard;K12;7.0
16423;2023;mars;3;Y Picard;K12;7.0
16423;2023;mars;3;Y Picard;K12;7.0
16423;2023;novembre;11;Y Picard;K12;8.0
16423;2023;novembre;11;Y Picard;K12;8.0
16423;2023;octobre;10;Y Picard;K12;8.0
16423;2023;octobre;10;Y Picard;K12;8.0
16423;2023;septembre;9;Y Picard;K12;8.0
16423;2023;septembre;9;Y Picard;K12;8.0
16450;2023;août;8;Y Picard;K13;11.0
16450;2023;avril;4;Y Picard;K13;11.0
16450;2023;décembre;12;Y Picard;K13;12.0
16450;2023;février;2;Y Picard;K13;10.0
16450;2023;janvier;1;Y Picard;K13;10.0
16450;2023;juillet;7;Y Picard;K13;11.0
16450;2023;juin;6;Y Picard;K13;11.0
16450;2023;mai;5;Y Picard;K13;11.0
16450;2023;mars;3;Y Picard;K13;10.0
16450;2023;novembre;11;Y Picard;K13;12.0
16450;2023;octobre;10;Y Picard;K13;12.0
16450;2023;septembre;9;Y Picard;K13;12.0
16451;2023;août;8;Y Picard;K13;11.0
16451;2023;août;8;Y Picard;K13;11.0
16451;2023;avril;4;Y Picard;K13;11.0
16451;2023;avril;4;Y Picard;K13;11.0
16451;2023;décembre;12;Y Picard;K13;12.0
16451;2023;décembre;12;Y Picard;K13;12.0
16451;2023;février;2;Y Picard;K13;10.0
16451;2023;février;2;Y Picard;K13;10.0
16451;2023;janvier;1;Y Picard;K13;10.0
16451;2023;janvier;1;Y Picard;K13;10.0
16451;2023;juillet;7;Y Picard;K13;11.0
16451;2023;juillet;7;Y Picard;K13;11.0
16451;2023;juin;6;Y Picard;K13;11.0
16451;2023;juin;6;Y Picard;K13;11.0
16451;2023;mai;5;Y Picard;K13;11.0
16451;2023;mai;5;Y Picard;K13;11.0
16451;2023;mars;3;Y Picard;K13;10.0
16451;2023;mars;3;Y Picard;K13;10.0
16451;2023;novembre;11;Y Picard;K13;12.0
16451;2023;novembre;11;Y Picard;K13;12.0
16451;2023;octobre;10;Y Picard;K13;12.0
16451;2023;octobre;10;Y Picard;K13;12.0
16451;2023;septembre;9;Y Picard;K13;12.0
16451;2023;septembre;9;Y Picard;K13;12.0
16452;2023;août;8;Y Picard;K13;11.0
16452;2023;avril;4;Y Picard;K13;11.0
16452;2023;décembre;12;Y Picard;K13;12.0
16452;2023;février;2;Y Picard;K13;10.0
16452;2023;janvier;1;Y Picard;K13;10.0
16452;2023;juillet;7;Y Picard;K13;11.0
16452;2023;juin;6;Y Picard;K13;11.0
16452;2023;mai;5;Y Picard;K13;11.0
16452;2023;mars;3;Y Picard;K13;10.0
16452;2023;novembre;11;Y Picard;K13;12.0
16452;2023;octobre;10;Y Picard;K13;12.0
16452;2023;septembre;9;Y Picard;K13;12.0
16453;2023;août;8;Y Picard;K13;11.0
16453;2023;août;8;Y Picard;K13;11.0
16453;2023;avril;4;Y Picard;K13;11.0
16453;2023;avril;4;Y Picard;K13;11.0
16453;2023;décembre;12;Y Picard;K13;12.0
16453;2023;décembre;12;Y Picard;K13;12.0
16453;2023;février;2;Y Picard;K13;10.0
16453;2023;février;2;Y Picard;K13;10.0
16453;2023;janvier;1;Y Picard;K13;10.0
16453;2023;janvier;1;Y Picard;K13;10.0
16453;2023;juillet;7;Y Picard;K13;11.0
16453;2023;juillet;7;Y Picard;K13;11.0
16453;2023;juin;6;Y Picard;K13;11.0
16453;2023;juin;6;Y Picard;K13;11.0
16453;2023;mai;5;Y Picard;K13;11.0
16453;2023;mai;5;Y Picard;K13;11.0
16453;2023;mars;3;Y Picard;K13;10.0
16453;2023;mars;3;Y Picard;K13;10.0
16453;2023;novembre;11;Y Picard;K13;12.0
16453;2023;novembre;11;Y Picard;K13;12.0
16453;2023;octobre;10;Y Picard;K13;12.0
16453;2023;octobre;10;Y Picard;K13;12.0
16453;2023;septembre;9;Y Picard;K13;12.0
16453;2023;septembre;9;Y Picard;K13;12.0
16454;2023;août;8;Y Picard;K13;11.0
16454;2023;avril;4;Y Picard;K13;11.0
16454;2023;décembre;12;Y Picard;K13;12.0
16454;2023;février;2;Y Picard;K13;10.0
16454;2023;janvier;1;Y Picard;K13;10.0
16454;2023;juillet;7;Y Picard;K13;11.0
16454;2023;juin;6;Y Picard;K13;11.0
16454;2023;mai;5;Y Picard;K13;11.0
16454;2023;mars;3;Y Picard;K13;10.0
16454;2023;novembre;11;Y Picard;K13;12.0
16454;2023;octobre;10;Y Picard;K13;12.0
16454;2023;septembre;9;Y Picard;K13;12.0
16455;2023;août;8;Y Picard;K13;11.0
16455;2023;août;8;Y Picard;K13;11.0
16455;2023;avril;4;Y Picard;K13;11.0
16455;2023;avril;4;Y Picard;K13;11.0
16455;2023;décembre;12;Y Picard;K13;12.0
16455;2023;décembre;12;Y Picard;K13;12.0
16455;2023;février;2;Y Picard;K13;10.0
16455;2023;février;2;Y Picard;K13;10.0
16455;2023;janvier;1;Y Picard;K13;10.0
16455;2023;janvier;1;Y Picard;K13;10.0
16455;2023;juillet;7;Y Picard;K13;11.0
16455;2023;juillet;7;Y Picard;K13;11.0
16455;2023;juin;6;Y Picard;K13;11.0
16455;2023;juin;6;Y Picard;K13;11.0
16455;2023;mai;5;Y Picard;K13;11.0
16455;2023;mai;5;Y Picard;K13;11.0
16455;2023;mars;3;Y Picard;K13;10.0
16455;2023;mars;3;Y Picard;K13;10.0
16455;2023;novembre;11;Y Picard;K13;12.0
16455;2023;novembre;11;Y Picard;K13;12.0
16455;2023;octobre;10;Y Picard;K13;12.0
16455;2023;octobre;10;Y Picard;K13;12.0
16455;2023;septembre;9;Y Picard;K13;12.0
16455;2023;septembre;9;Y Picard;K13;12.0
16456;2023;août;8;Y Picard;K13;11.0
16456;2023;avril;4;Y Picard;K13;11.0
16456;2023;décembre;12;Y Picard;K13;12.0
16456;2023;février;2;Y Picard;K13;10.0
16456;2023;janvier;1;Y Picard;K13;10.0
16456;2023;juillet;7;Y Picard;K13;11.0
16456;2023;juin;6;Y Picard;K13;11.0
16456;2023;mai;5;Y Picard;K13;11.0
16456;2023;mars;3;Y Picard;K13;10.0
