service_id,date,exception_type
000069,20240109,1
000069,20240110,1
000069,20240111,1
000070,20231211,1
000070,20231212,1
000070,20231213,1
000070,20231214,1
000070,20231215,1
000070,20231216,1
000070,20231218,1
000070,20231219,1
000070,20231220,1
000070,20231221,1
000070,20231222,1
000070,20231223,1
000070,20231226,1
000070,20231227,1
000070,20231228,1
000070,20231229,1
000070,20231230,1
000070,20240102,1
000070,20240103,1
000070,20240104,1
000070,20240105,1
000070,20240106,1
000071,20231016,1
000071,20231023,1
000071,20231030,1
000071,20231102,1
000071,20231106,1
000071,20231113,1
000071,20231120,1
000071,20231127,1
000071,20231204,1
000072,20231017,1
000072,20231018,1
000072,20231019,1
000072,20231020,1
000072,20231024,1
000072,20231025,1
000072,20231026,1
000072,20231027,1
000072,20231031,1
000072,20231103,1
000072,20231107,1
000072,20231108,1
000072,20231109,1
000072,20231110,1
000072,20231114,1
000072,20231115,1
000072,20231116,1
000072,20231117,1
000072,20231121,1
000072,20231122,1
000072,20231123,1
000072,20231124,1
000072,20231128,1
000072,20231129,1
000072,20231130,1
000072,20231201,1
000072,20231205,1
000072,20231206,1
000072,20231207,1
000072,20231208,1
000073,20231211,1
000073,20231212,1
000073,20231213,1
000073,20231214,1
000073,20231215,1
000073,20231218,1
000073,20231219,1
000073,20231220,1
000073,20231221,1
000073,20231222,1
000073,20231226,1
000073,20231227,1
000073,20231228,1
000073,20231229,1
000073,20240102,1
000073,20240103,1
000073,20240104,1
000073,20240105,1
000074,20231215,1
000074,20231222,1
000074,20231229,1
000074,20240105,1
000075,20231211,1
000075,20231212,1
000075,20231213,1
000075,20231214,1
000075,20231218,1
000075,20231219,1
000075,20231220,1
000075,20231221,1
000075,20231226,1
000075,20231227,1
000075,20231228,1
000075,20240102,1
000075,20240103,1
000075,20240104,1
000076,20231202,1
000076,20231209,1
000077,20231015,1
000077,20231022,1
000077,20231029,1
000077,20231105,1
000077,20231112,1
000077,20231119,1
000078,20231204,1
000078,20231205,1
000078,20231206,1
000078,20231207,1
000078,20231208,1
000079,20231125,1
000080,20231120,1
000080,20231121,1
000080,20231122,1
000080,20231123,1
000080,20231124,1
000080,20231127,1
000080,20231128,1
000080,20231129,1
000080,20231130,1
000080,20231201,1
000081,20231203,1
000082,20231014,1
000082,20231021,1
000082,20231028,1
000082,20231104,1
000082,20231111,1
000082,20231118,1
000083,20231210,1
000083,20231216,1
000083,20231217,1
000083,20231223,1
000083,20231224,1
000083,20231225,1
000083,20231226,1
000083,20231227,1
000083,20231228,1
000083,20231229,1
000083,20231230,1
000083,20231231,1
000083,20240101,1
000083,20240102,1
000083,20240103,1
000083,20240104,1
000083,20240105,1
000083,20240106,1
000083,20240107,1
000084,20231120,1
000084,20231127,1
000084,20231204,1
000085,20231121,1
000085,20231122,1
000085,20231123,1
000085,20231124,1
000085,20231128,1
000085,20231129,1
000085,20231130,1
000085,20231201,1
000085,20231205,1
000085,20231206,1
000085,20231207,1
000085,20231208,1
000086,20231017,1
000086,20231018,1
000086,20231019,1
000086,20231020,1
000086,20231024,1
000086,20231025,1
000086,20231026,1
000086,20231027,1
000086,20231031,1
000086,20231103,1
000087,20231016,1
000087,20231023,1
000087,20231030,1
000087,20231102,1
000088,20231107,1
000088,20231108,1
000088,20231109,1
000088,20231110,1
000088,20231114,1
000088,20231115,1
000088,20231116,1
000088,20231117,1
000089,20231106,1
000089,20231113,1
000090,20231121,1
000091,20231020,1
000091,20231027,1
000091,20231103,1
000091,20231110,1
000091,20231117,1
000091,20231201,1
000091,20231208,1
000092,20231015,1
000092,20231022,1
000092,20231029,1
000092,20231101,1
000092,20231105,1
000092,20231112,1
000092,20231119,1
000092,20231203,1
000093,20231016,1
000093,20231018,1
000093,20231019,1
000093,20231023,1
000093,20231025,1
000093,20231026,1
000093,20231030,1
000093,20231102,1
000093,20231106,1
000093,20231108,1
000093,20231109,1
000093,20231113,1
000093,20231115,1
000093,20231116,1
000093,20231127,1
000093,20231129,1
000093,20231130,1
000093,20231204,1
000093,20231206,1
000093,20231207,1
000094,20231124,1
000095,20231128,1
000095,20231205,1
000096,20231017,1
000096,20231024,1
000096,20231031,1
000096,20231107,1
000096,20231114,1
000097,20231120,1
000097,20231122,1
000097,20231123,1
000098,20231210,1
000098,20231211,1
000098,20231212,1
000098,20231213,1
000098,20231214,1
000098,20231215,1
000098,20231217,1
000098,20231218,1
000098,20231219,1
000098,20231220,1
000098,20231221,1
000098,20231222,1
000098,20231224,1
000098,20231225,1
000098,20231226,1
000098,20231227,1
000098,20231228,1
000098,20231229,1
000098,20231231,1
000098,20240101,1
000098,20240102,1
000098,20240103,1
000098,20240104,1
000098,20240105,1
000098,20240107,1
000099,20231125,1
000099,20231202,1
000099,20231209,1
000100,20231016,1
000100,20231017,1
000100,20231018,1
000100,20231019,1
000100,20231023,1
000100,20231024,1
000100,20231025,1
000100,20231026,1
000100,20231030,1
000100,20231031,1
000100,20231102,1
000100,20231106,1
000100,20231107,1
000100,20231108,1
000100,20231109,1
000100,20231113,1
000100,20231114,1
000100,20231115,1
000100,20231116,1
000100,20231120,1
000100,20231121,1
000100,20231122,1
000100,20231123,1
000100,20231124,1
000100,20231127,1
000100,20231128,1
000100,20231129,1
000100,20231130,1
000100,20231201,1
000100,20231204,1
000100,20231205,1
000100,20231206,1
000100,20231207,1
000100,20231208,1
000101,20231020,1
000101,20231027,1
000101,20231103,1
000101,20231110,1
000101,20231117,1
000102,20231021,1
000102,20231028,1
000102,20231104,1
000102,20231111,1
000102,20231118,1
000102,20231125,1
000102,20231202,1
000102,20231209,1
000103,20231014,1
000104,20231020,1
000104,20231023,1
000104,20231026,1
000104,20231027,1
000104,20231106,1
000104,20231107,1
000104,20231110,1
000104,20231113,1
000104,20231114,1
000104,20231129,1
000104,20231201,1
000104,20231206,1
000104,20231207,1
000104,20231208,1
000105,20231120,1
000105,20231121,1
000105,20231122,1
000105,20231123,1
000105,20231124,1
000106,20231030,1
000106,20231031,1
000106,20231102,1
000106,20231103,1
000106,20231127,1
000106,20231128,1
000106,20231130,1
000106,20231204,1
000106,20231205,1
000107,20231108,1
000107,20231109,1
000108,20231016,1
000108,20231017,1
000108,20231018,1
000108,20231019,1
000109,20231014,1
000109,20231021,1
000109,20231028,1
000109,20231104,1
